"定点報告疾患 月報告分 保健所別"
"東京都"
"集計期間開始月","2013年9月"
"集計期間終了月","2013年9月"
"性別","男性"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","薬剤耐性アシネトバクター感染症","STD定点","基幹定点"
"千代田","15","5","9","12","0","0","1","0","0","0","",""
"中央区","9","8","1","2","0","0","0","0","0","0","",""
"みなと","2","29","7","2","0","0","5","0","0","0","",""
"新宿区","34","13","21","31","0","8","15","1","0","0","",""
"文京","7","0","2","8","0","0","0","1","2","0","",""
"台東","1","0","0","0","0","0","0","0","0","0","",""
"墨田区","1","0","0","2","0","0","3","1","0","0","",""
"江東区","6","5","0","10","0","0","0","0","0","0","",""
"品川区","8","6","0","5","0","0","0","0","0","0","",""
"目黒区","0","0","0","0","0","0","0","0","0","0","",""
"大田区","3","0","0","3","0","0","0","0","0","0","",""
"世田谷","0","0","0","0","0","0","5","1","0","0","",""
"渋谷区","2","2","2","1","0","0","4","0","0","0","",""
"中野区","1","2","1","1","0","0","0","0","0","0","",""
"杉並","9","0","0","2","0","0","1","0","0","0","",""
"池袋","11","4","4","7","0","2","0","2","0","0","",""
"北区","0","0","2","1","0","0","0","0","0","0","",""
"荒川区","0","0","0","0","0","0","0","0","0","0","",""
"板橋区","1","0","0","1","0","0","1","0","0","0","",""
"練馬区","0","0","0","0","0","0","0","0","0","0","",""
"足立","1","0","0","0","0","0","0","0","0","0","",""
"葛飾区","0","0","0","0","0","0","7","8","0","0","",""
"江戸川","1","0","0","0","0","0","0","0","0","0","",""
"八王子市","0","0","0","0","0","0","3","0","0","0","",""
"町田市","0","0","0","0","0","0","0","0","0","0","",""
"西多摩","0","0","0","0","0","0","0","0","0","0","",""
"南多摩","0","0","0","0","0","0","0","0","0","0","",""
"多摩立川","2","0","0","0","0","0","1","0","0","0","",""
"多摩府中","0","0","1","1","0","0","25","7","0","0","",""
"多摩小平","0","0","0","0","0","0","0","0","0","0","",""
"島しょ","0","0","0","0","0","0","0","0","0","0","",""
"合計","114","74","50","89","0","10","71","21","2","0","",""


"定点報告疾患 月報告分 保健所別"
"東京都"
"集計期間開始月","2013年9月"
"集計期間終了月","2013年9月"
"性別","女性"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","薬剤耐性アシネトバクター感染症","STD定点","基幹定点"
"千代田","3","0","2","1","0","0","0","0","0","0","",""
"中央区","3","0","1","0","0","0","0","0","0","0","",""
"みなと","4","5","4","0","0","0","5","0","0","0","",""
"新宿区","6","4","5","1","0","0","1","2","0","0","",""
"文京","0","0","0","0","0","0","2","1","1","0","",""
"台東","0","1","0","0","2","0","0","0","0","0","",""
"墨田区","4","0","0","0","0","0","5","0","0","0","",""
"江東区","1","0","0","0","0","0","0","0","0","0","",""
"品川区","0","0","0","0","0","0","0","0","0","0","",""
"目黒区","0","0","0","0","0","0","0","0","0","0","",""
"大田区","5","0","0","1","0","1","1","0","0","0","",""
"世田谷","0","0","0","0","0","0","0","3","0","0","",""
"渋谷区","6","9","4","0","0","0","0","0","0","0","",""
"中野区","1","0","2","0","0","0","0","0","0","0","",""
"杉並","1","0","0","0","0","0","1","0","0","0","",""
"池袋","6","8","1","1","2","0","1","1","0","0","",""
"北区","0","0","0","0","0","0","0","0","0","0","",""
"荒川区","1","0","0","0","0","0","0","0","0","0","",""
"板橋区","2","1","0","1","0","0","2","0","0","0","",""
"練馬区","0","0","0","0","0","0","0","0","0","0","",""
"足立","3","0","0","0","0","0","0","0","0","0","",""
"葛飾区","0","0","0","0","0","0","3","3","0","0","",""
"江戸川","8","1","1","0","2","0","0","0","0","0","",""
"八王子市","4","2","0","0","0","0","1","0","0","0","",""
"町田市","6","2","1","0","0","0","0","0","0","0","",""
"西多摩","0","0","0","0","0","0","0","0","0","0","",""
"南多摩","0","0","0","0","0","0","0","0","0","0","",""
"多摩立川","12","2","0","0","0","0","1","0","0","0","",""
"多摩府中","0","0","0","0","0","0","17","4","0","0","",""
"多摩小平","0","0","0","0","0","0","0","0","0","0","",""
"島しょ","0","0","0","0","0","0","0","0","0","0","",""
"合計","76","35","21","5","6","1","40","14","1","0","",""


"定点報告疾患 月報告分 保健所別"
"東京都"
"集計期間開始月","2013年9月"
"集計期間終了月","2013年9月"
"性別","男女合計"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","薬剤耐性アシネトバクター感染症","STD定点","基幹定点"
"千代田","18","5","11","13","0","0","1","0","0","0","2","2"
"中央区","12","8","2","2","0","0","0","0","0","0","3","0"
"みなと","6","34","11","2","0","0","10","0","0","0","2","1"
"新宿区","40","17","26","32","0","8","16","3","0","0","7","2"
"文京","7","0","2","8","0","0","2","2","3","0","1","1"
"台東","1","1","0","0","2","0","0","0","0","0","2","0"
"墨田区","5","0","0","2","0","0","8","1","0","0","2","1"
"江東区","7","5","0","10","0","0","0","0","0","0","2","0"
"品川区","8","6","0","5","0","0","0","0","0","0","1","0"
"目黒区","0","0","0","0","0","0","0","0","0","0","0","0"
"大田区","8","0","0","4","0","1","1","0","0","0","2","1"
"世田谷","0","0","0","0","0","0","5","4","0","0","0","2"
"渋谷区","8","11","6","1","0","0","4","0","0","0","4","1"
"中野区","2","2","3","1","0","0","0","0","0","0","2","1"
"杉並","10","0","0","2","0","0","2","0","0","0","2","1"
"池袋","17","12","5","8","2","2","1","3","0","0","3","1"
"北区","0","0","2","1","0","0","0","0","0","0","1","0"
"荒川区","1","0","0","0","0","0","0","0","0","0","1","0"
"板橋区","3","1","0","2","0","0","3","0","0","0","2","1"
"練馬区","0","0","0","0","0","0","0","0","0","0","0","0"
"足立","4","0","0","0","0","0","0","0","0","0","2","0"
"葛飾区","0","0","0","0","0","0","10","11","0","0","0","1"
"江戸川","9","1","1","0","2","0","0","0","0","0","2","0"
"八王子市","4","2","0","0","0","0","4","0","0","0","4","1"
"町田市","6","2","1","0","0","0","0","0","0","0","1","0"
"西多摩","0","0","0","0","0","0","0","0","0","0","0","1"
"南多摩","0","0","0","0","0","0","0","0","0","0","0","0"
"多摩立川","14","2","0","0","0","0","2","0","0","0","2","1"
"多摩府中","0","0","1","1","0","0","42","11","0","0","3","3"
"多摩小平","0","0","0","0","0","0","0","0","0","0","1","2"
"島しょ","0","0","0","0","0","0","0","0","0","0","0","1"
"合計","190","109","71","94","6","11","111","35","3","0","54","25"


