"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2011年14週
"集計期間終了週",2011年14週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","947","981","1928","414"
"RSウイルス感染症","9","11","20","260"
"咽頭結膜熱","23","15","38","260"
"Ａ群溶血性レンサ球菌咽頭炎","206","209","415","260"
"感染性胃腸炎","893","846","1739","260"
"水痘","125","109","234","260"
"手足口病","4","4","8","260"
"伝染性紅斑","72","77","149","260"
"突発性発しん","73","71","144","260"
"百日咳","8","3","11","260"
"ヘルパンギーナ","6","1","7","260"
"流行性耳下腺炎","36","32","68","260"
"不明発しん症","10","8","18","260"
"川崎病","1","2","3","260"
"急性出血性結膜炎","1","0","1","37"
"流行性角結膜炎","6","8","14","37"
"細菌性髄膜炎","0","0","0","23"
"無菌性髄膜炎","0","0","0","23"
"マイコプラズマ肺炎","5","2","7","23"
"クラミジア肺炎(オウム病は除く)","0","0","0","23"
"インフルエンザ入院","0","0","0","25"
