"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2015年50週
"集計期間終了週",2015年50週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","100","81","181","414"
"RSウイルス感染症","179","177","356","261"
"咽頭結膜熱","86","51","137","261"
"Ａ群溶血性レンサ球菌咽頭炎","424","435","859","261"
"感染性胃腸炎","1963","1771","3734","261"
"水痘","100","101","201","261"
"手足口病","20","10","30","261"
"伝染性紅斑","48","59","107","261"
"突発性発しん","64","49","113","261"
"百日咳","2","4","6","261"
"ヘルパンギーナ","8","3","11","261"
"流行性耳下腺炎","81","72","153","261"
"不明発しん症","12","4","16","261"
"川崎病","1","1","2","261"
"急性出血性結膜炎","0","0","0","38"
"流行性角結膜炎","9","15","24","38"
"細菌性髄膜炎","0","0","0","24"
"無菌性髄膜炎","1","1","2","24"
"マイコプラズマ肺炎","18","12","30","24"
"クラミジア肺炎(オウム病は除く)","2","0","2","24"
"感染性胃腸炎（ロタウイルス）","1","0","1","24"
"インフルエンザ入院","0","0","0","25"
