"定点報告疾患 月報告分 年齢別集計表"
"東京都"
"集計期間開始月","2017年10月"
"集計期間終了月","2017年10月"
"性別","男性"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","10","0","0"
"1～4歳","0","0","0","0","0","0","3","2","0"
"5～9歳","0","0","0","0","0","0","3","0","0"
"10～14歳","0","0","0","0","0","0","1","0","0"
"15～19歳","3","0","0","2","0","0","2","0","0"
"20～24歳","25","1","5","14","0","0","2","0","0"
"25～29歳","30","11","6","12","0","0","2","0","0"
"30～34歳","22","6","10","10","0","0","0","0","0"
"35～39歳","16","8","6","14","0","0","1","0","0"
"40～44歳","9","10","8","5","0","0","1","0","1"
"45～49歳","12","12","6","5","0","0","1","0","0"
"50～54歳","4","8","7","3","0","0","1","0","0"
"55～59歳","3","7","3","0","0","0","2","0","0"
"60～64歳","1","5","1","0","0","0","1","0","0"
"65～69歳","1","1","2","0","0","0","4","0","0"
"70歳以上","0","2","0","0","0","0","23","1","0"
"合計","126","71","54","65","0","0","57","3","1"


"定点報告疾患 月報告分 年齢別集計表"
"東京都"
"集計期間開始月","2017年10月"
"集計期間終了月","2017年10月"
"性別","女性"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","1","0","0"
"1～4歳","0","0","0","0","0","0","4","0","0"
"5～9歳","0","0","0","0","0","0","1","1","0"
"10～14歳","0","0","0","0","0","0","1","0","0"
"15～19歳","5","2","3","3","0","0","0","0","0"
"20～24歳","32","7","3","3","2","0","1","0","0"
"25～29歳","19","5","5","3","3","0","0","0","0"
"30～34歳","12","5","2","4","3","0","0","0","0"
"35～39歳","6","2","0","1","0","0","1","1","0"
"40～44歳","9","1","3","0","3","0","0","0","0"
"45～49歳","1","0","3","3","3","0","1","0","0"
"50～54歳","1","1","0","0","2","0","1","0","0"
"55～59歳","0","2","0","2","1","0","2","0","0"
"60～64歳","0","1","1","0","0","0","2","0","0"
"65～69歳","0","0","0","0","0","0","0","0","0"
"70歳以上","0","0","0","0","0","0","12","0","0"
"合計","85","26","20","19","17","0","27","2","0"


"定点報告疾患 月報告分 年齢別集計表"
"東京都"
"集計期間開始月","2017年10月"
"集計期間終了月","2017年10月"
"性別","男女合計"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","11","0","0"
"1～4歳","0","0","0","0","0","0","7","2","0"
"5～9歳","0","0","0","0","0","0","4","1","0"
"10～14歳","0","0","0","0","0","0","2","0","0"
"15～19歳","8","2","3","5","0","0","2","0","0"
"20～24歳","57","8","8","17","2","0","3","0","0"
"25～29歳","49","16","11","15","3","0","2","0","0"
"30～34歳","34","11","12","14","3","0","0","0","0"
"35～39歳","22","10","6","15","0","0","2","1","0"
"40～44歳","18","11","11","5","3","0","1","0","1"
"45～49歳","13","12","9","8","3","0","2","0","0"
"50～54歳","5","9","7","3","2","0","2","0","0"
"55～59歳","3","9","3","2","1","0","4","0","0"
"60～64歳","1","6","2","0","0","0","3","0","0"
"65～69歳","1","1","2","0","0","0","4","0","0"
"70歳以上","0","2","0","0","0","0","35","1","0"
"合計","211","97","74","84","17","0","84","5","1"
"定点数","55","55","55","55","55","55","25","25","25"


