"定点報告疾患 週報告分 保健所別"
"東京都"
"集計期間開始週","2015年2週"
"集計期間終了週","2015年2週"
"性別","男性"

"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","54","3","0","0","6","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","4","","","","","",""
"中央区","63","0","1","2","5","1","0","0","2","0","0","0","0","0","0","4","0","0","0","0","0","0","","","","","",""
"みなと","129","1","1","4","16","1","0","6","1","0","0","1","0","0","0","0","0","0","0","0","0","3","","","","","",""
"新宿区","113","4","0","3","14","3","1","0","2","0","0","2","0","0","0","0","0","0","0","0","0","2","","","","","",""
"文京","73","1","0","1","23","0","1","5","0","0","0","1","0","0","0","1","0","0","0","0","0","2","","","","","",""
"台東","52","0","0","4","30","3","1","1","1","0","0","4","1","0","0","0","0","0","0","0","0","0","","","","","",""
"墨田区","108","3","0","3","22","0","0","3","0","0","0","4","1","0","0","0","0","0","0","0","0","1","","","","","",""
"江東区","151","3","1","8","92","9","2","6","2","0","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"品川区","73","2","2","5","42","2","0","4","2","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"目黒区","43","0","0","0","10","0","4","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"大田区","231","0","1","8","85","4","3","4","3","0","1","1","1","1","0","1","0","0","0","0","0","0","","","","","",""
"世田谷","287","4","5","13","56","6","2","1","5","0","0","1","2","0","0","0","0","2","0","0","0","3","","","","","",""
"渋谷区","73","0","0","0","13","0","0","1","1","0","0","0","0","0","0","1","0","0","0","0","1","6","","","","","",""
"中野区","102","0","0","1","18","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"杉並","149","0","2","4","44","0","1","3","2","0","0","1","0","0","0","2","0","0","0","0","0","0","","","","","",""
"池袋","111","2","0","1","8","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","","","","","",""
"北区","121","2","0","4","29","2","0","9","3","0","0","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"荒川区","97","4","1","3","12","1","1","0","1","0","0","0","0","0","0","2","0","0","0","0","0","0","","","","","",""
"板橋区","136","0","0","0","30","0","0","0","1","0","1","1","0","0","0","0","0","0","0","0","0","3","","","","","",""
"練馬区","206","8","3","9","43","7","1","11","2","0","0","1","1","0","0","0","0","0","0","0","0","0","","","","","",""
"足立","236","3","2","12","59","6","0","1","4","0","1","3","0","0","0","2","0","0","0","0","0","0","","","","","",""
"葛飾区","169","0","0","9","28","3","1","6","1","0","1","1","0","0","0","0","0","0","1","0","0","5","","","","","",""
"江戸川","223","2","2","5","60","6","2","2","4","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"八王子市","279","18","2","24","94","4","1","12","4","1","0","5","0","0","0","0","0","0","1","0","0","2","","","","","",""
"町田市","207","2","1","34","76","7","2","6","1","0","0","2","4","0","0","0","0","0","0","0","0","0","","","","","",""
"西多摩","217","3","1","2","41","3","1","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","154","5","0","8","42","0","0","5","5","0","0","2","1","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩立川","223","7","1","12","52","4","0","7","0","0","0","2","0","0","0","0","0","0","0","0","0","1","","","","","",""
"多摩府中","373","4","7","22","50","9","1","5","6","0","0","2","0","0","0","0","0","0","0","0","0","7","","","","","",""
"多摩小平","309","12","5","33","49","12","0","4","6","0","0","4","1","0","0","0","0","1","1","0","0","10","","","","","",""
"島しょ","42","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","4804","93","38","234","1149","99","25","110","60","1","4","45","13","1","0","13","0","3","3","0","1","51","","","","","",""


"定点報告疾患 週報告分 保健所別"
"東京都"
"集計期間開始週","2015年2週"
"集計期間終了週","2015年2週"
"性別","女性"

"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","39","1","0","0","2","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"中央区","53","0","0","3","2","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","","","","","",""
"みなと","105","1","6","3","22","0","0","3","2","0","0","0","0","0","0","0","0","0","0","0","0","2","","","","","",""
"新宿区","97","4","1","1","16","0","1","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","","","","","",""
"文京","68","0","0","1","17","1","0","2","1","0","0","0","0","0","0","1","0","0","0","0","0","3","","","","","",""
"台東","67","1","0","2","23","0","0","3","1","0","0","3","1","0","0","0","0","0","0","0","0","0","","","","","",""
"墨田区","109","2","0","2","13","0","0","4","1","0","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"江東区","183","2","0","4","67","8","0","16","1","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"品川区","86","1","0","5","42","2","0","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"目黒区","57","0","0","0","13","0","3","0","1","0","1","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"大田区","196","2","1","8","81","6","3","5","3","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"世田谷","311","3","3","12","51","13","2","0","0","0","0","0","0","0","0","0","0","0","0","0","1","5","","","","","",""
"渋谷区","49","0","0","1","28","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","4","","","","","",""
"中野区","84","0","0","2","22","0","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"杉並","175","2","2","4","38","0","0","5","0","0","0","1","0","0","0","1","0","0","0","0","0","0","","","","","",""
"池袋","128","0","2","3","12","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"北区","139","1","0","0","24","1","0","7","3","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"荒川区","116","6","0","0","10","1","2","2","1","0","0","2","0","0","0","0","0","0","0","0","0","0","","","","","",""
"板橋区","124","0","0","0","40","2","0","5","0","0","0","1","0","0","0","1","0","0","0","0","0","1","","","","","",""
"練馬区","234","3","3","8","41","4","0","11","3","0","0","4","2","1","0","1","0","0","0","0","0","0","","","","","",""
"足立","268","7","1","9","67","7","1","5","2","0","0","10","0","0","0","2","0","0","0","0","0","0","","","","","",""
"葛飾区","221","1","0","5","22","3","1","1","4","0","0","0","0","0","0","0","0","0","0","0","0","3","","","","","",""
"江戸川","248","2","5","18","47","5","5","3","1","0","0","2","0","1","0","1","0","0","0","0","0","0","","","","","",""
"八王子市","249","4","1","15","79","9","1","7","1","0","1","3","3","0","0","0","0","0","0","0","0","0","","","","","",""
"町田市","218","2","1","27","74","7","0","5","2","0","0","2","0","0","0","0","0","0","0","0","0","0","","","","","",""
"西多摩","246","4","0","0","37","0","1","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","178","3","0","11","43","3","0","4","2","0","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩立川","286","10","2","14","48","5","0","11","2","0","0","3","0","0","0","1","0","0","0","0","0","1","","","","","",""
"多摩府中","389","5","2","7","66","4","1","3","4","0","0","4","0","0","0","2","0","0","0","0","0","6","","","","","",""
"多摩小平","330","4","2","28","58","5","0","12","3","0","0","0","0","0","0","0","0","0","1","0","0","7","","","","","",""
"島しょ","35","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","5088","71","32","193","1105","91","21","126","41","1","2","40","7","2","0","11","0","0","2","0","1","32","","","","","",""


"定点報告疾患 週報告分 保健所別"
"東京都"
"集計期間開始週","2015年2週"
"集計期間終了週","2015年2週"
"性別","男女合計"

"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","93","4","0","0","8","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","4","4","3","0","2","2","0"
"中央区","116","0","1","5","7","1","0","0","3","0","0","0","0","0","0","5","0","0","0","0","0","0","5","3","1","0","0","0"
"みなと","234","2","7","7","38","1","0","9","3","0","0","1","0","0","0","0","0","0","0","0","0","5","9","6","0","1","1","0"
"新宿区","210","8","1","4","30","3","2","1","2","0","0","2","0","0","0","0","0","0","1","0","0","2","12","8","2","2","2","0"
"文京","141","1","0","2","40","1","1","7","1","0","0","1","0","0","0","2","0","0","0","0","0","5","7","4","1","1","1","0"
"台東","119","1","0","6","53","3","1","4","2","0","0","7","2","0","0","0","0","0","0","0","0","0","7","4","0","0","0","0"
"墨田区","217","5","0","5","35","0","0","7","1","0","0","5","1","0","0","0","0","0","0","0","0","1","8","5","1","1","1","0"
"江東区","334","5","1","12","159","17","2","22","3","0","0","1","0","0","0","0","0","0","0","0","0","0","14","9","1","0","0","0"
"品川区","159","3","2","10","84","4","0","6","3","0","0","0","0","0","0","0","0","0","0","0","0","0","12","8","1","0","0","0"
"目黒区","100","0","0","0","23","0","7","1","2","0","1","1","1","0","0","0","0","0","0","0","0","0","8","5","1","0","0","0"
"大田区","427","2","2","16","166","10","6","9","6","1","1","1","1","1","0","1","0","0","0","0","0","0","20","13","2","1","1","0"
"世田谷","598","7","8","25","107","19","4","1","5","0","0","1","2","0","0","0","0","2","0","0","1","8","25","16","2","2","2","0"
"渋谷区","122","0","0","1","41","0","0","2","2","0","0","0","0","0","0","1","0","0","0","0","1","10","7","4","1","1","1","0"
"中野区","186","0","0","3","40","0","0","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","6","1","0","0","0"
"杉並","324","2","4","8","82","0","1","8","2","0","0","2","0","0","0","3","0","0","0","0","0","0","17","11","1","2","2","0"
"池袋","239","2","2","4","20","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","8","5","1","1","1","0"
"北区","260","3","0","4","53","3","0","16","6","0","0","0","1","0","0","0","0","0","0","0","0","0","11","7","1","0","0","0"
"荒川区","213","10","1","3","22","2","3","2","2","0","0","2","0","0","0","2","0","0","0","0","0","0","7","4","1","0","0","0"
"板橋区","260","0","0","0","70","2","0","5","1","0","1","2","0","0","0","1","0","0","0","0","0","4","16","10","2","1","1","0"
"練馬区","440","11","6","17","84","11","1","22","5","0","0","5","3","1","0","1","0","0","0","0","0","0","21","13","2","0","0","0"
"足立","504","10","3","21","126","13","1","6","6","0","1","13","0","0","0","4","0","0","0","0","0","0","20","13","2","0","0","0"
"葛飾区","390","1","0","14","50","6","2","7","5","0","1","1","0","0","0","0","0","0","1","0","0","8","13","8","1","1","1","0"
"江戸川","471","4","7","23","107","11","7","5","5","0","0","2","0","1","0","1","0","0","0","0","0","0","18","11","2","0","0","0"
"八王子市","528","22","3","39","173","13","2","19","5","1","1","8","3","0","0","0","0","0","1","0","0","2","18","11","2","1","1","0"
"町田市","425","4","2","61","150","14","2","11","3","0","0","4","4","0","0","0","0","0","0","0","0","0","13","8","1","0","0","0"
"西多摩","463","7","1","2","78","3","2","0","0","0","0","8","0","0","0","0","0","0","0","0","0","0","14","8","1","1","1","0"
"南多摩","332","8","0","19","85","3","0","9","7","0","0","3","1","0","0","0","0","0","0","0","0","0","14","9","1","0","0","0"
"多摩立川","509","17","3","26","100","9","0","18","2","0","0","5","0","0","0","1","0","0","0","0","0","2","21","14","2","1","1","0"
"多摩府中","762","9","9","29","116","13","2","8","10","0","0","6","0","0","0","2","0","0","0","0","0","13","30","18","3","3","3","0"
"多摩小平","639","16","7","61","107","17","0","16","9","0","0","4","1","0","0","0","0","1","2","0","0","17","23","15","2","2","2","0"
"島しょ","77","0","0","0","0","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","0","1","1","0"
"合計","9892","164","70","427","2254","190","46","236","101","2","6","85","20","3","0","24","0","3","5","0","2","83","414","260","39","25","25","0"


