"定点報告疾患 月報告分 医療圏別"
"東京都"
"集計期間開始月","2011年11月"
"集計期間終了月","2011年11月"
"性別","男性"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","薬剤耐性アシネトバクター感染症","STD定点","基幹定点"
"区中央部","27","34","11","24","0","0","7","3","0","0","",""
"区南部","10","5","3","5","0","1","4","0","0","0","",""
"区西南部","8","3","0","6","0","1","3","0","0","0","",""
"区西部","31","9","22","41","1","11","13","3","0","0","",""
"区西北部","11","3","10","8","0","1","4","6","0","0","",""
"区東北部","1","0","1","5","0","0","4","5","0","0","",""
"区東部","16","9","4","2","7","0","5","2","0","0","",""
"西多摩","0","0","0","0","0","0","0","0","0","0","",""
"南多摩","0","0","0","0","0","0","1","0","0","0","",""
"北多摩西部","0","0","0","0","0","0","0","0","0","0","",""
"北多摩南部","1","0","0","0","0","0","24","14","1","0","",""
"北多摩北部","0","0","0","0","0","0","3","4","0","0","",""
"島しょ","0","0","0","0","0","0","0","0","0","0","",""
"合計","105","63","51","91","8","14","68","37","1","0","",""


"定点報告疾患 月報告分 医療圏別"
"東京都"
"集計期間開始月","2011年11月"
"集計期間終了月","2011年11月"
"性別","女性"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","薬剤耐性アシネトバクター感染症","STD定点","基幹定点"
"区中央部","16","9","1","3","2","0","5","2","2","0","",""
"区南部","5","1","1","0","0","0","0","0","0","0","",""
"区西南部","6","5","5","3","0","0","1","0","0","0","",""
"区西部","12","7","11","3","5","0","6","3","0","0","",""
"区西北部","12","4","4","5","0","0","2","1","0","0","",""
"区東北部","3","1","1","0","1","1","5","3","0","0","",""
"区東部","3","1","2","1","3","0","1","2","0","0","",""
"西多摩","0","0","0","0","0","0","0","0","0","0","",""
"南多摩","7","3","1","1","2","0","0","0","0","0","",""
"北多摩西部","8","1","1","3","3","0","0","0","0","0","",""
"北多摩南部","0","0","0","0","0","0","6","5","0","0","",""
"北多摩北部","1","0","0","0","0","0","0","2","0","0","",""
"島しょ","0","0","0","0","0","0","0","0","0","0","",""
"合計","73","32","27","19","16","1","26","18","2","0","",""


"定点報告疾患 月報告分 医療圏別"
"東京都"
"集計期間開始月","2011年11月"
"集計期間終了月","2011年11月"
"性別","男女合計"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","薬剤耐性アシネトバクター感染症","STD定点","基幹定点"
"区中央部","43","43","12","27","2","0","12","5","2","0","10","4"
"区南部","15","6","4","5","0","1","4","0","0","0","3","1"
"区西南部","14","8","5","9","0","1","4","0","0","0","5","3"
"区西部","43","16","33","44","6","11","19","6","0","0","11","4"
"区西北部","23","7","14","13","0","1","6","7","0","0","6","2"
"区東北部","4","1","2","5","1","1","9","8","0","0","3","1"
"区東部","19","10","6","3","10","0","6","4","0","0","6","1"
"西多摩","0","0","0","0","0","0","0","0","0","0","0","1"
"南多摩","7","3","1","1","2","0","1","0","0","0","5","1"
"北多摩西部","8","1","1","3","3","0","0","0","0","0","2","1"
"北多摩南部","1","0","0","0","0","0","30","19","1","0","3","3"
"北多摩北部","1","0","0","0","0","0","3","6","0","0","1","2"
"島しょ","0","0","0","0","0","0","0","0","0","0","0","1"
"合計","178","95","78","110","24","15","94","55","3","0","55","25"


