"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2016年24週
"集計期間終了週",2016年24週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","6","13","19","413"
"RSウイルス感染症","7","4","11","260"
"咽頭結膜熱","119","119","238","260"
"Ａ群溶血性レンサ球菌咽頭炎","465","375","840","260"
"感染性胃腸炎","906","824","1730","260"
"水痘","61","52","113","260"
"手足口病","52","51","103","260"
"伝染性紅斑","17","30","47","260"
"突発性発しん","77","85","162","260"
"百日咳","2","4","6","260"
"ヘルパンギーナ","125","101","226","260"
"流行性耳下腺炎","84","75","159","260"
"不明発しん症","20","15","35","260"
"川崎病","4","1","5","260"
"急性出血性結膜炎","1","0","1","39"
"流行性角結膜炎","13","20","33","39"
"細菌性髄膜炎","0","1","1","25"
"無菌性髄膜炎","2","0","2","25"
"マイコプラズマ肺炎","8","6","14","25"
"クラミジア肺炎(オウム病は除く)","0","0","0","25"
"感染性胃腸炎（ロタウイルス）","1","0","1","25"
"インフルエンザ入院","0","0","0","25"
