"定点報告疾患 週報告分 年齢別集計表"
"東京都"
"集計期間開始週","2008年50週"
"集計期間終了週","2008年50週"
"性別","男性"

"*急性呼吸器感染症（ARI）の「～5ヶ月」は「0歳」、「1歳」は「1～4歳」、「5歳」は「5～9歳」と読み替えてください。"
"*小児科定点把握対象疾患のうち「20-29歳」は「20歳以上」と読み替えてください。"
"*眼科疾患のうち、「70-79歳」は「70歳以上」と読み替えてください。"

"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)"
"～5ヶ月","0","2","0","0","13","2","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"～1歳","4","7","2","3","86","9","2","0","15","0","1","0","0","0","0","0","0","0","0","0"
"1歳","13","13","5","3","218","25","7","2","20","0","1","3","2","0","0","0","0","0","0","0"
"2歳","13","6","2","4","153","16","13","3","4","0","0","3","0","1","0","0","0","0","0","0"
"3歳","15","3","1","16","118","24","6","1","0","0","0","8","0","0","0","0","0","0","0","0"
"4歳","17","1","10","24","124","23","6","5","0","0","1","4","0","0","0","0","0","0","1","0"
"5歳","31","2","4","27","116","21","2","2","0","1","0","8","0","0","0","0","0","0","1","0"
"6歳","18","0","3","28","94","7","5","4","0","0","1","3","0","0","0","0","0","0","0","0"
"7歳","20","0","3","28","84","5","0","2","0","0","0","4","0","0","0","0","0","0","0","0"
"8歳","25","0","0","16","49","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"9歳","15","0","2","10","44","2","0","0","0","0","0","6","1","0","0","0","0","0","0","0"
"10～14歳","50","0","0","32","108","3","0","0","0","0","0","4","0","0","0","0","0","0","0","0"
"15～19歳","12","0","0","2","21","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20～29歳","29","1","0","7","131","0","0","1","0","1","1","1","0","0","0","0","0","0","0","0"
"30～39歳","30","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"40～49歳","25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0"
"50～59歳","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"60～69歳","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"70～79歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"80歳以上","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"合計","335","35","32","200","1359","138","41","20","40","2","5","45","3","1","0","4","0","0","2","0"
"定点報告疾患 週報告分 年齢別集計表"
"東京都"
"集計期間開始週","2008年50週"
"集計期間終了週","2008年50週"
"性別","女性"

"*急性呼吸器感染症（ARI）の「～5ヶ月」は「0歳」、「1歳」は「1～4歳」、「5歳」は「5～9歳」と読み替えてください。"
"*小児科定点把握対象疾患のうち「20-29歳」は「20歳以上」と読み替えてください。"
"*眼科疾患のうち、「70-79歳」は「70歳以上」と読み替えてください。"

"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)"
"～5ヶ月","0","2","0","0","4","3","0","0","1","1","0","0","0","0","0","0","0","0","0","0"
"～1歳","3","11","2","1","69","8","0","0","19","0","0","0","0","1","0","0","0","0","0","0"
"1歳","15","16","5","5","195","19","4","1","21","0","0","1","0","0","0","0","0","0","0","0"
"2歳","12","6","1","14","141","18","4","0","1","0","1","6","0","0","0","0","0","0","1","0"
"3歳","15","3","3","13","122","21","2","2","2","0","3","3","1","0","0","0","0","0","0","0"
"4歳","14","2","7","27","133","20","2","4","0","0","0","9","0","0","0","0","0","0","2","0"
"5歳","27","1","3","15","126","12","4","5","0","0","0","3","0","0","0","0","0","0","1","0"
"6歳","22","0","3","27","88","12","1","3","0","0","0","1","0","0","0","0","0","0","1","0"
"7歳","23","0","1","27","76","3","1","3","0","0","0","4","0","0","0","0","0","0","0","0"
"8歳","18","0","2","18","61","4","0","1","0","1","0","2","0","0","0","0","0","0","0","0"
"9歳","10","0","2","19","39","2","1","1","0","0","0","4","0","0","0","0","0","0","1","0"
"10～14歳","33","0","2","25","94","2","0","0","0","1","0","10","0","0","0","0","0","0","1","0"
"15～19歳","10","0","0","1","28","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0"
"20～29歳","26","1","2","23","265","2","1","1","0","6","0","2","0","0","0","2","0","0","0","0"
"30～39歳","52","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","1","0"
"40～49歳","30","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"50～59歳","12","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"60～69歳","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"70～79歳","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"80歳以上","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"合計","339","42","33","215","1441","126","20","21","44","10","4","45","1","1","0","6","0","0","8","0"
"定点報告疾患 週報告分 年齢別集計表"
"東京都"
"集計期間開始週","2008年50週"
"集計期間終了週","2008年50週"
"性別","男女合計"

"*急性呼吸器感染症（ARI）の「～5ヶ月」は「0歳」、「1歳」は「1～4歳」、「5歳」は「5～9歳」と読み替えてください。"
"*小児科定点把握対象疾患のうち「20-29歳」は「20歳以上」と読み替えてください。"
"*眼科疾患のうち、「70-79歳」は「70歳以上」と読み替えてください。"

"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)"
"～5ヶ月","0","4","0","0","17","5","0","0","2","1","0","0","0","0","0","0","0","0","0","0"
"～1歳","7","18","4","4","155","17","2","0","34","0","1","0","0","1","0","0","0","0","0","0"
"1歳","28","29","10","8","413","44","11","3","41","0","1","4","2","0","0","0","0","0","0","0"
"2歳","25","12","3","18","294","34","17","3","5","0","1","9","0","1","0","0","0","0","1","0"
"3歳","30","6","4","29","240","45","8","3","2","0","3","11","1","0","0","0","0","0","0","0"
"4歳","31","3","17","51","257","43","8","9","0","0","1","13","0","0","0","0","0","0","3","0"
"5歳","58","3","7","42","242","33","6","7","0","1","0","11","0","0","0","0","0","0","2","0"
