"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2003年10週
"集計期間終了週",2003年10週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","369","391","760","178"
"RSウイルス感染症","0","0","0","142"
"咽頭結膜熱","3","5","8","142"
"Ａ群溶血性レンサ球菌咽頭炎","46","43","89","142"
"感染性胃腸炎","454","419","873","142"
"水痘","61","64","125","142"
"手足口病","1","1","2","142"
"伝染性紅斑","5","9","14","142"
"突発性発しん","20","26","46","142"
"百日咳","0","0","0","142"
"風しん","1","0","1","142"
"ヘルパンギーナ","0","2","2","142"
"麻しん（成人麻しん以外）","2","2","4","142"
"流行性耳下腺炎","16","9","25","142"
"不明発しん症","8","4","12","142"
"川崎病","0","0","0","142"
"急性出血性結膜炎","1","0","1","14"
"流行性角結膜炎","4","3","7","14"
"急性脳炎(日本脳炎を除く)","0","0","0","25"
"細菌性髄膜炎","0","0","0","25"
"無菌性髄膜炎","0","0","0","25"
"マイコプラズマ肺炎","0","0","0","25"
"クラミジア肺炎(オウム病は除く)","0","0","0","25"
"成人麻しん","1","1","2","25"
