"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2014年51週
"集計期間終了週",2014年51週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","4396","4221","8617","417"
"RSウイルス感染症","229","200","429","264"
"咽頭結膜熱","95","64","159","264"
"Ａ群溶血性レンサ球菌咽頭炎","471","359","830","264"
"感染性胃腸炎","1801","1724","3525","264"
"水痘","130","128","258","264"
"手足口病","55","44","99","264"
"伝染性紅斑","133","105","238","264"
"突発性発しん","67","65","132","264"
"百日咳","4","2","6","264"
"ヘルパンギーナ","8","3","11","264"
"流行性耳下腺炎","30","31","61","264"
"不明発しん症","9","10","19","264"
"川崎病","2","4","6","264"
"急性出血性結膜炎","0","0","0","39"
"流行性角結膜炎","15","6","21","39"
"細菌性髄膜炎","1","0","1","25"
"無菌性髄膜炎","0","1","1","25"
"マイコプラズマ肺炎","2","3","5","25"
"クラミジア肺炎(オウム病は除く)","0","0","0","25"
"感染性胃腸炎（ロタウイルス）","0","1","1","25"
"インフルエンザ入院","23","22","45","25"
