"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2003年20週
"集計期間終了週",2003年20週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","0","0","0","178"
"RSウイルス感染症","0","0","0","142"
"咽頭結膜熱","16","11","27","142"
"Ａ群溶血性レンサ球菌咽頭炎","66","68","134","142"
"感染性胃腸炎","216","243","459","142"
"水痘","93","73","166","142"
"手足口病","32","28","60","142"
"伝染性紅斑","8","9","17","142"
"突発性発しん","47","31","78","142"
"百日咳","0","0","0","142"
"風しん","3","3","6","142"
"ヘルパンギーナ","9","7","16","142"
"麻しん（成人麻しん以外）","7","6","13","142"
"流行性耳下腺炎","17","8","25","142"
"不明発しん症","9","2","11","142"
"川崎病","1","1","2","142"
"急性出血性結膜炎","0","0","0","14"
"流行性角結膜炎","15","12","27","14"
"急性脳炎(日本脳炎を除く)","0","0","0","25"
"細菌性髄膜炎","0","1","1","25"
"無菌性髄膜炎","1","0","1","25"
"マイコプラズマ肺炎","0","1","1","25"
"クラミジア肺炎(オウム病は除く)","0","0","0","25"
"成人麻しん","4","3","7","25"
