"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2003年23週
"集計期間終了週",2003年23週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","0","0","0","178"
"RSウイルス感染症","0","0","0","142"
"咽頭結膜熱","31","25","56","142"
"Ａ群溶血性レンサ球菌咽頭炎","76","60","136","142"
"感染性胃腸炎","278","274","552","142"
"水痘","78","49","127","142"
"手足口病","88","67","155","142"
"伝染性紅斑","15","18","33","142"
"突発性発しん","43","60","103","142"
"百日咳","0","0","0","142"
"風しん","2","2","4","142"
"ヘルパンギーナ","29","32","61","142"
"麻しん（成人麻しん以外）","8","7","15","142"
"流行性耳下腺炎","15","8","23","142"
"不明発しん症","9","2","11","142"
"川崎病","2","2","4","142"
"急性出血性結膜炎","0","0","0","14"
"流行性角結膜炎","10","6","16","14"
"急性脳炎(日本脳炎を除く)","0","0","0","25"
"細菌性髄膜炎","1","0","1","25"
"無菌性髄膜炎","1","0","1","25"
"マイコプラズマ肺炎","0","0","0","25"
"クラミジア肺炎(オウム病は除く)","0","0","0","25"
"成人麻しん","1","0","1","25"
