"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2000年29週
"集計期間終了週",2000年29週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","0","0","0","178"
"RSウイルス感染症","0","0","0","142"
"咽頭結膜熱","16","9","25","142"
"Ａ群溶血性レンサ球菌咽頭炎","29","22","51","142"
"感染性胃腸炎","142","113","255","142"
"水痘","38","59","97","142"
"手足口病","318","257","575","142"
"伝染性紅斑","26","21","47","142"
"突発性発しん","27","32","59","142"
"百日咳","0","1","1","142"
"風しん","3","4","7","142"
"ヘルパンギーナ","457","446","903","142"
"麻しん（成人麻しん以外）","10","18","28","142"
"流行性耳下腺炎","76","44","120","142"
"不明発しん症","4","7","11","142"
"川崎病","1","1","2","142"
"急性出血性結膜炎","0","0","0","14"
"流行性角結膜炎","15","17","32","14"
"急性脳炎(日本脳炎を除く)","0","0","0","25"
"細菌性髄膜炎","0","0","0","25"
"無菌性髄膜炎","0","0","0","25"
"マイコプラズマ肺炎","0","0","0","25"
"クラミジア肺炎(オウム病は除く)","0","0","0","25"
"成人麻しん","0","0","0","25"
