"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2014年41週
"集計期間終了週",2014年41週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","13","13","26","406"
"RSウイルス感染症","123","115","238","260"
"咽頭結膜熱","39","34","73","260"
"Ａ群溶血性レンサ球菌咽頭炎","184","198","382","260"
"感染性胃腸炎","492","364","856","260"
"水痘","65","49","114","260"
"手足口病","123","100","223","260"
"伝染性紅斑","40","29","69","260"
"突発性発しん","80","83","163","260"
"百日咳","2","3","5","260"
"ヘルパンギーナ","45","52","97","260"
"流行性耳下腺炎","35","18","53","260"
"不明発しん症","18","13","31","260"
"川崎病","2","3","5","260"
"急性出血性結膜炎","0","0","0","39"
"流行性角結膜炎","7","4","11","39"
"細菌性髄膜炎","1","0","1","25"
"無菌性髄膜炎","6","1","7","25"
"マイコプラズマ肺炎","4","4","8","25"
"クラミジア肺炎(オウム病は除く)","0","0","0","25"
"感染性胃腸炎（ロタウイルス）","0","0","0","25"
"インフルエンザ入院","0","0","0","25"
