"定点報告疾患 月報告分 医療圏別"
"東京都"
"集計期間開始月","2002年5月"
"集計期間終了月","2002年5月"
"性別","男性"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","STD定点","基幹定点"
"区中央部","2","1","1","3","0","0","6","6","1","",""
"区南部","4","1","0","0","0","0","0","0","0","",""
"区西南部","9","1","0","1","0","0","23","14","0","",""
"区西部","24","4","3","15","0","0","40","7","8","",""
"区西北部","36","10","8","15","0","0","10","1","0","",""
"区東北部","10","2","3","2","0","0","3","0","0","",""
"区東部","26","7","6","27","0","0","6","0","0","",""
"西多摩","0","0","0","0","0","0","0","0","0","",""
"南多摩","0","0","0","0","0","0","8","0","1","",""
"北多摩西部","2","1","1","5","0","1","1","0","0","",""
"北多摩南部","4","2","2","6","0","1","0","0","0","",""
"北多摩北部","0","0","0","0","0","0","1","0","0","",""
"島しょ","0","0","0","0","0","0","0","0","0","",""
"合計","117","29","24","74","0","2","98","28","10","",""


"定点報告疾患 月報告分 医療圏別"
"東京都"
"集計期間開始月","2002年5月"
"集計期間終了月","2002年5月"
"性別","女性"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","STD定点","基幹定点"
"区中央部","48","28","1","8","15","1","3","2","0","",""
"区南部","1","0","0","0","0","0","0","0","0","",""
"区西南部","2","1","0","0","0","0","12","7","0","",""
"区西部","8","11","7","5","0","1","17","4","2","",""
"区西北部","11","3","4","0","0","0","11","1","0","",""
"区東北部","3","4","1","0","0","0","3","0","0","",""
"区東部","3","4","0","2","2","0","3","0","0","",""
"西多摩","0","0","0","0","0","0","0","0","0","",""
"南多摩","13","2","0","2","5","0","4","1","0","",""
"北多摩西部","5","2","0","4","0","0","0","0","0","",""
"北多摩南部","2","3","0","1","0","0","0","0","0","",""
"北多摩北部","0","0","0","0","0","0","0","1","0","",""
"島しょ","0","0","0","0","0","0","0","0","0","",""
"合計","96","58","13","22","22","2","53","16","2","",""


"定点報告疾患 月報告分 医療圏別"
"東京都"
"集計期間開始月","2002年5月"
"集計期間終了月","2002年5月"
"性別","男女合計"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","STD定点","基幹定点"
"区中央部","50","29","2","11","15","1","9","8","1","10","6"
"区南部","5","1","0","0","0","0","0","0","0","5","1"
"区西南部","11","2","0","1","0","0","35","21","0","3","4"
"区西部","32","15","10","20","0","1","57","11","10","6","4"
"区西北部","47","13","12","15","0","0","21","2","0","6","2"
"区東北部","13","6","4","2","0","0","6","0","0","2","1"
"区東部","29","11","6","29","2","0","9","0","0","7","2"
"西多摩","0","0","0","0","0","0","0","0","0","0","1"
"南多摩","13","2","0","2","5","0","12","1","1","4","1"
"北多摩西部","7","3","1","9","0","1","1","0","0","2","1"
"北多摩南部","6","5","2","7","0","1","0","0","0","1","2"
"北多摩北部","0","0","0","0","0","0","1","1","0","0","3"
"島しょ","0","0","0","0","0","0","0","0","0","0","1"
"合計","213","87","37","96","22","4","151","44","12","41","25"


