"定点報告疾患 週報告分 医療圏別"
"東京都"
"集計期間開始週","2024年38週"
"集計期間終了週","2024年38週"
"性別","男性"

"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","COVID-19入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","3","51","3","2","7","30","0","78","7","2","4","1","0","0","0","1","0","0","2","0","0","0","10","","","","","",""
"区南部","7","36","5","3","7","34","1","83","7","4","4","1","0","0","0","0","0","0","2","0","0","0","0","","","","","",""
"区西南部","11","44","2","0","11","29","0","100","9","2","8","1","0","0","0","1","0","1","1","0","0","0","0","","","","","",""
"区西部","14","69","2","5","23","50","1","100","8","3","6","2","0","0","0","1","0","0","19","0","0","0","7","","","","","",""
"区西北部","17","96","3","2","22","36","2","148","10","8","8","2","2","0","0","2","0","0","2","0","0","0","1","","","","","",""
"区東北部","16","74","7","1","19","54","1","113","4","7","9","1","0","0","0","0","0","0","4","0","0","0","4","","","","","",""
"区東部","23","91","2","2","14","33","8","154","12","4","12","0","0","1","0","1","0","0","5","0","0","0","3","","","","","",""
"西多摩","2","28","0","1","6","4","2","17","2","0","1","0","0","0","0","0","0","0","1","0","0","0","1","","","","","",""
"南多摩","4","90","0","0","32","60","9","169","3","5","9","3","1","1","0","1","0","0","0","0","0","0","2","","","","","",""
"北多摩西部","5","47","2","0","9","14","0","64","3","1","2","0","0","0","0","0","0","0","0","0","0","0","2","","","","","",""
"北多摩南部","6","79","2","2","30","38","3","138","11","3","12","2","4","0","0","1","0","0","6","0","0","0","14","","","","","",""
"北多摩北部","10","43","3","2","29","26","0","125","4","6","5","1","0","0","0","2","0","0","1","0","0","0","11","","","","","",""
"島しょ","15","1","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","133","749","31","20","209","408","27","1290","80","46","80","14","7","2","0","10","0","1","43","0","0","0","55","","","","","",""


"定点報告疾患 週報告分 医療圏別"
"東京都"
"集計期間開始週","2024年38週"
"集計期間終了週","2024年38週"
"性別","女性"

"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","COVID-19入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","11","67","3","2","8","20","1","47","6","6","6","1","0","0","0","1","0","1","2","0","0","0","6","","","","","",""
"区南部","6","43","1","4","10","32","5","52","11","1","11","1","0","1","0","0","0","0","2","0","0","0","1","","","","","",""
"区西南部","13","48","1","1","9","28","0","99","11","3","9","1","1","1","0","1","0","1","4","0","0","1","8","","","","","",""
"区西部","10","68","2","7","5","37","1","76","7","3","7","2","0","0","0","1","0","0","9","0","0","0","3","","","","","",""
"区西北部","14","130","3","5","19","26","1","132","13","1","6","2","1","0","0","1","0","0","2","0","0","0","1","","","","","",""
"区東北部","10","103","6","2","12","28","1","85","10","7","3","1","2","2","0","0","0","0","6","0","0","0","1","","","","","",""
"区東部","20","89","3","2","17","32","6","117","14","1","12","0","0","1","0","1","0","0","4","0","0","0","2","","","","","",""
"西多摩","2","33","0","1","4","8","1","11","2","0","2","0","0","0","0","0","0","0","3","0","0","0","1","","","","","",""
"南多摩","4","123","1","0","24","48","4","136","12","4","7","1","1","1","0","1","0","0","0","0","0","0","3","","","","","",""
"北多摩西部","3","46","2","0","11","12","0","52","2","2","1","0","0","0","0","1","0","0","0","0","0","0","6","","","","","",""
"北多摩南部","9","77","2","2","30","24","3","119","6","3","9","2","4","0","0","1","0","0","2","0","0","2","3","","","","","",""
"北多摩北部","8","73","1","2","27","26","0","96","2","4","3","1","0","0","0","2","0","0","1","0","0","0","6","","","","","",""
"島しょ","5","1","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","","","","","",""
"合計","115","901","25","28","176","321","23","1023","96","36","76","12","9","6","0","10","0","2","35","0","0","3","42","","","","","",""


"定点報告疾患 週報告分 医療圏別"
"東京都"
"集計期間開始週","2024年38週"
"集計期間終了週","2024年38週"
"性別","男女合計"

"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","COVID-19入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","14","118","6","2","15","50","1","125","13","8","10","1","0","0","0","1","0","1","4","0","0","0","16","32","20","2","4","4","4"
"区南部","13","79","6","7","17","66","6","135","18","5","15","2","0","1","0","0","0","0","2","0","0","0","1","33","21","3","1","1","1"
"区西南部","24","92","3","1","20","57","0","199","20","5","17","2","1","1","0","2","0","1","5","0","0","1","8","40","25","4","3","3","3"
"区西部","24","137","4","12","28","87","1","176","15","6","13","2","0","0","0","1","0","0","28","0","0","0","10","39","25","4","4","4","4"
"区西北部","31","226","6","7","41","62","3","280","23","9","14","2","3","0","0","3","0","0","4","0","0","0","2","56","35","6","2","2","2"
"区東北部","26","177","13","3","31","82","2","198","14","14","12","1","2","2","0","0","0","0","10","0","0","0","5","40","25","4","1","1","1"
"区東部","43","180","5","4","31","65","14","271","26","5","24","0","0","1","0","1","0","0","9","0","0","0","5","41","26","4","1","1","1"
"西多摩","2","61","0","1","10","12","3","28","2","0","3","0","0","0","0","0","0","0","4","0","0","0","1","14","8","1","1","1","1"
"南多摩","8","213","1","0","56","108","13","305","15","9","16","4","1","2","0","2","0","0","0","0","0","0","5","45","28","4","1","1","1"
"北多摩西部","8","93","2","0","20","26","0","116","5","3","3","0","0","0","0","1","0","0","0","0","0","0","8","21","14","2","1","1","1"
"北多摩南部","15","156","4","4","60","62","3","257","17","6","21","2","4","0","0","1","0","0","8","0","0","2","17","33","21","3","3","3","3"
"北多摩北部","18","116","4","2","56","52","0","221","6","10","8","1","0","0","0","2","0","0","1","0","0","0","17","23","15","2","2","2","2"
"島しょ","20","1","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","2","1","0","1","1","1"
"合計","246","1649","54","43","385","729","46","2312","174","81","156","17","11","7","0","14","0","2","75","0","0","3","96","419","264","39","25","25","25"


