"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2023年49週
"集計期間終了週",2023年49週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","4367","4038","8405","414"
"新型コロナウイルス感染症（COVID-19）","466","489","955","414"
"RSウイルス感染症","5","3","8","261"
"咽頭結膜熱","448","394","842","261"
"Ａ群溶血性レンサ球菌咽頭炎","885","746","1631","261"
"感染性胃腸炎","1230","1095","2325","261"
"水痘","26","17","43","261"
"手足口病","62","49","111","261"
"伝染性紅斑","4","5","9","261"
"突発性発しん","34","25","59","261"
"ヘルパンギーナ","3","1","4","261"
"流行性耳下腺炎","7","3","10","261"
"不明発しん症","3","5","8","261"
"川崎病","1","0","1","261"
"急性出血性結膜炎","1","0","1","39"
"流行性角結膜炎","23","20","43","39"
"細菌性髄膜炎","1","1","2","25"
"無菌性髄膜炎","0","0","0","25"
"マイコプラズマ肺炎","0","3","3","25"
"クラミジア肺炎(オウム病は除く)","0","0","0","25"
"感染性胃腸炎（ロタウイルス）","0","1","1","25"
"インフルエンザ入院","24","24","48","25"
"COVID-19入院","31","30","61","25"
