"定点報告疾患 週報告分 保健所別"
"東京都"
"集計期間開始週","2025年45週"
"集計期間終了週","2025年45週"
"性別","男性"

"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","急性呼吸器感染症（ARI）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","COVID-19入院","インフルエンザ/COVID-19定点","急性呼吸器感染症定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","27","1","68","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","","","","","","",""
"中央区","40","4","141","2","0","0","11","0","0","0","0","1","0","0","0","0","2","0","0","0","0","0","0","0","","","","","","",""
"みなと","120","2","348","0","1","4","9","0","1","0","1","1","0","0","1","0","0","0","0","0","0","0","0","0","","","","","","",""
"新宿区","98","5","207","1","1","2","10","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","","","","","","",""
"文京","125","4","389","4","1","3","8","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","","","","","","",""
"台東","96","6","295","8","0","2","13","0","0","1","1","3","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"墨田区","81","1","142","0","0","1","6","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","4","3","","","","","","",""
"江東区","254","6","696","3","1","7","33","1","2","1","3","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"品川区","129","2","349","1","1","10","10","0","0","2","0","0","0","1","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"目黒区","66","2","210","1","0","0","8","2","1","0","2","0","0","2","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"大田区","364","7","803","3","4","19","32","3","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","","","","","","",""
"世田谷","367","12","1011","4","3","10","32","0","0","1","1","0","1","0","0","0","1","0","0","0","0","0","7","0","","","","","","",""
"渋谷区","73","7","173","1","0","1","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","","","","","","",""
"中野区","285","7","899","1","0","13","14","3","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"杉並","265","1","498","2","0","1","11","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","11","1","","","","","","",""
"池袋","164","7","445","0","0","0","14","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"北区","183","8","386","0","0","4","10","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"荒川区","166","3","365","0","1","4","7","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","","","","","","",""
"板橋区","174","4","589","0","0","3","19","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"練馬区","229","9","672","2","0","10","33","5","2","1","0","2","0","1","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"足立","211","13","813","8","6","6","30","0","2","0","2","2","0","1","0","0","1","0","0","0","0","0","0","0","","","","","","",""
"葛飾区","178","3","429","0","0","5","17","5","0","0","0","0","0","1","0","0","0","0","0","1","0","0","5","1","","","","","","",""
"江戸川","262","12","776","1","1","10","28","0","1","1","1","0","0","0","0","0","1","0","0","0","0","0","0","0","","","","","","",""
"八王子市","296","11","1315","5","0","26","29","5","0","4","2","1","0","1","0","0","1","0","0","0","0","0","0","2","","","","","","",""
"町田市","371","5","1147","3","0","29","56","0","3","0","1","2","2","2","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"西多摩","87","4","252","0","1","12","6","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","1","0","","","","","","",""
"南多摩","169","2","562","0","0","8","10","0","0","1","2","0","1","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"多摩立川","295","9","746","2","3","9","12","1","3","1","1","0","0","0","0","0","0","0","0","0","0","0","3","0","","","","","","",""
"多摩府中","597","32","1594","3","1","12","53","2","1","1","1","1","1","0","0","0","1","0","0","2","0","0","10","2","","","","","","",""
"多摩小平","363","7","1033","4","4","26","43","5","2","1","5","1","2","5","1","0","1","0","0","1","0","0","8","3","","","","","","",""
"島しょ","5","2","24","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"合計","6140","198","17377","59","29","237","569","35","19","17","29","18","7","15","2","0","11","0","0","5","0","0","50","16","","","","","","",""


"定点報告疾患 週報告分 保健所別"
"東京都"
"集計期間開始週","2025年45週"
"集計期間終了週","2025年45週"
"性別","女性"

"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","急性呼吸器感染症（ARI）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","COVID-19入院","インフルエンザ/COVID-19定点","急性呼吸器感染症定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","28","3","74","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"中央区","37","1","137","0","0","0","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"みなと","102","3","369","1","1","4","4","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","","","","","","",""
"新宿区","127","10","244","2","0","1","7","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","1","0","","","","","","",""
"文京","116","5","394","1","0","0","6","1","0","0","2","0","0","0","0","0","0","0","0","0","0","0","3","2","","","","","","",""
"台東","87","1","272","5","0","1","15","2","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"墨田区","88","3","132","0","0","1","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","4","0","","","","","","",""
"江東区","206","6","635","4","1","6","28","1","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"品川区","107","5","320","1","0","4","17","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"目黒区","72","3","183","0","1","0","4","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"大田区","349","12","739","7","2","17","49","7","1","3","1","0","0","0","0","0","1","0","0","0","0","0","1","0","","","","","","",""
"世田谷","362","12","1043","3","0","5","39","2","0","1","0","0","0","0","0","0","4","0","0","0","0","0","5","1","","","","","","",""
"渋谷区","54","7","152","1","0","0","7","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","","","","","","",""
"中野区","254","5","860","0","0","8","17","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"杉並","234","5","539","0","0","2","10","1","0","1","1","1","0","0","0","0","0","0","0","2","0","0","5","1","","","","","","",""
"池袋","168","12","427","1","0","0","7","0","0","0","0","2","1","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
