"定点報告疾患 週報告分 保健所別"
"東京都"
"集計期間開始週","2023年23週"
"集計期間終了週","2023年23週"
"性別","男性"

"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","1","19","0","1","3","8","0","2","0","0","2","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"中央区","4","9","0","0","3","13","0","2","0","0","1","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"みなと","11","19","1","1","11","8","1","3","0","1","13","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"新宿区","3","39","8","1","2","15","0","2","0","0","9","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"文京","6","23","1","0","0","10","0","0","0","2","5","2","0","0","0","0","0","0","0","0","0","0","","","","","",""
"台東","24","21","5","3","7","35","0","1","0","2","5","3","0","0","0","0","0","0","0","0","0","0","","","","","",""
"墨田区","9","51","6","0","0","2","0","1","0","1","5","0","3","0","0","0","0","0","0","0","0","0","","","","","",""
"江東区","10","46","11","2","5","49","0","0","1","0","10","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"品川区","28","24","1","3","4","22","0","0","0","0","22","1","1","0","0","1","0","0","0","0","0","0","","","","","",""
"目黒区","5","22","2","1","3","13","0","0","0","1","10","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"大田区","27","60","31","5","25","70","1","1","0","1","44","1","1","0","0","1","0","0","0","0","0","0","","","","","",""
"世田谷","20","88","13","7","17","67","1","0","0","1","42","0","1","0","0","2","0","0","0","0","0","0","","","","","",""
"渋谷区","5","20","0","1","0","9","1","1","0","0","8","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"中野区","7","27","2","1","16","29","0","4","0","4","5","0","0","0","0","2","0","0","0","0","0","0","","","","","",""
"杉並","1","37","2","1","1","35","2","2","0","0","4","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"池袋","3","39","4","2","3","3","0","3","0","0","3","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"北区","9","55","7","3","8","23","1","11","0","3","8","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"荒川区","9","30","14","3","6","20","0","1","0","0","11","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"板橋区","4","50","2","1","9","31","2","1","1","1","4","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"練馬区","25","56","20","6","9","63","1","1","0","1","43","2","1","0","0","0","0","0","0","0","0","0","","","","","",""
"足立","2","54","4","6","7","51","0","2","0","2","18","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"葛飾区","5","30","5","0","6","39","0","2","0","2","24","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"江戸川","13","73","16","4","14","38","0","2","0","1","33","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"八王子市","18","45","11","4","26","103","0","14","1","4","38","1","1","0","0","0","0","0","0","0","0","0","","","","","",""
"町田市","7","17","3","1","3","41","0","2","0","0","13","3","0","0","0","0","0","0","0","0","0","0","","","","","",""
"西多摩","20","17","0","1","5","5","0","2","0","1","11","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","7","32","9","2","9","24","0","3","1","1","14","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩立川","9","43","8","0","21","60","0","17","0","1","26","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩府中","50","93","22","9","26","58","2","3","0","5","31","1","2","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩小平","30","69","17","7","23","94","4","5","2","2","86","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"島しょ","0","19","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","372","1227","225","76","272","1038","16","88","6","37","548","20","10","0","0","6","0","0","0","0","0","0","","","","","",""


"定点報告疾患 週報告分 保健所別"
"東京都"
"集計期間開始週","2023年23週"
"集計期間終了週","2023年23週"
"性別","女性"

