"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2007年40週
"集計期間終了週",2007年40週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","17","15","32","287"
"RSウイルス感染症","13","11","24","149"
"咽頭結膜熱","20","25","45","149"
"Ａ群溶血性レンサ球菌咽頭炎","82","72","154","149"
"感染性胃腸炎","317","248","565","149"
"水痘","26","19","45","149"
"手足口病","50","49","99","149"
"伝染性紅斑","8","8","16","149"
"突発性発しん","58","57","115","149"
"百日咳","3","8","11","149"
"風しん","0","0","0","149"
"ヘルパンギーナ","40","35","75","149"
"麻しん（成人麻しん以外）","0","2","2","149"
"流行性耳下腺炎","23","8","31","149"
"不明発しん症","10","8","18","149"
"川崎病","0","0","0","149"
"急性出血性結膜炎","3","1","4","38"
"流行性角結膜炎","8","4","12","38"
"細菌性髄膜炎","0","0","0","25"
"無菌性髄膜炎","1","0","1","25"
"マイコプラズマ肺炎","2","1","3","25"
"クラミジア肺炎(オウム病は除く)","2","0","2","25"
"成人麻しん","0","0","0","25"
