"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2011年32週
"集計期間終了週",2011年32週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","6","3","9","386"
"RSウイルス感染症","33","29","62","247"
"咽頭結膜熱","57","37","94","247"
"Ａ群溶血性レンサ球菌咽頭炎","71","65","136","247"
"感染性胃腸炎","312","259","571","247"
"水痘","50","48","98","247"
"手足口病","1097","886","1983","247"
"伝染性紅斑","45","47","92","247"
"突発性発しん","68","80","148","247"
"百日咳","4","4","8","247"
"ヘルパンギーナ","610","612","1222","247"
"流行性耳下腺炎","45","34","79","247"
"不明発しん症","10","21","31","247"
"川崎病","3","0","3","247"
"急性出血性結膜炎","0","0","0","34"
"流行性角結膜炎","16","10","26","34"
"細菌性髄膜炎","1","0","1","23"
"無菌性髄膜炎","1","1","2","23"
"マイコプラズマ肺炎","15","6","21","23"
"クラミジア肺炎(オウム病は除く)","0","0","0","23"
"インフルエンザ入院","0","0","0","25"
