"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2015年10週
"集計期間終了週",2015年10週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","579","596","1175","414"
"RSウイルス感染症","30","23","53","262"
"咽頭結膜熱","28","19","47","262"
"Ａ群溶血性レンサ球菌咽頭炎","457","406","863","262"
"感染性胃腸炎","1165","1094","2259","262"
"水痘","90","66","156","262"
"手足口病","8","17","25","262"
"伝染性紅斑","125","109","234","262"
"突発性発しん","74","69","143","262"
"百日咳","0","2","2","262"
"ヘルパンギーナ","0","1","1","262"
"流行性耳下腺炎","26","23","49","262"
"不明発しん症","6","6","12","262"
"川崎病","3","3","6","262"
"急性出血性結膜炎","0","1","1","39"
"流行性角結膜炎","8","8","16","39"
"細菌性髄膜炎","0","0","0","25"
"無菌性髄膜炎","1","0","1","25"
"マイコプラズマ肺炎","0","1","1","25"
"クラミジア肺炎(オウム病は除く)","2","2","4","25"
"感染性胃腸炎（ロタウイルス）","2","4","6","25"
"インフルエンザ入院","8","4","12","25"
