"定点報告疾患 月報告分 年齢別集計表"
"東京都"
"集計期間開始月","2011年12月"
"集計期間終了月","2011年12月"
"性別","男性"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","薬剤耐性アシネトバクター感染症"
"0歳","0","0","0","0","0","0","8","1","0","0"
"1～4歳","0","0","0","0","0","0","4","11","0","0"
"5～9歳","0","0","0","0","0","0","4","2","0","0"
"10～14歳","0","0","0","0","0","0","3","0","0","0"
"15～19歳","5","0","2","1","0","0","1","0","0","0"
"20～24歳","18","2","5","14","0","1","0","0","0","0"
"25～29歳","20","5","5","18","0","2","0","0","0","0"
"30～34歳","17","11","9","17","0","5","0","0","0","0"
"35～39歳","18","4","10","13","0","3","0","0","0","0"
"40～44歳","13","12","6","10","0","2","1","1","0","0"
"45～49歳","6","10","4","4","0","1","0","0","0","0"
"50～54歳","4","8","1","6","0","0","0","0","0","0"
"55～59歳","5","3","0","3","0","0","0","0","0","0"
"60～64歳","2","1","0","1","0","0","1","1","0","0"
"65～69歳","0","0","0","1","0","0","2","0","0","0"
"70歳以上","0","2","1","0","0","0","22","7","0","0"
"合計","108","58","43","88","0","14","46","23","0","0"


"定点報告疾患 月報告分 年齢別集計表"
"東京都"
"集計期間開始月","2011年12月"
"集計期間終了月","2011年12月"
"性別","女性"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","薬剤耐性アシネトバクター感染症"
"0歳","0","0","0","0","0","0","3","1","0","0"
"1～4歳","0","0","0","0","0","0","5","9","0","0"
"5～9歳","0","0","0","0","0","0","0","2","0","0"
"10～14歳","1","0","0","0","0","0","3","0","0","0"
"15～19歳","9","5","2","0","0","0","0","0","0","0"
"20～24歳","23","4","8","9","0","0","0","0","0","0"
"25～29歳","16","9","2","4","0","0","0","0","0","0"
"30～34歳","7","6","3","1","0","0","0","0","0","0"
"35～39歳","7","3","3","2","0","0","0","0","0","0"
"40～44歳","2","4","1","2","0","0","0","0","0","0"
"45～49歳","2","0","1","2","1","0","0","0","0","0"
"50～54歳","0","1","1","0","1","0","2","0","0","0"
"55～59歳","1","2","0","0","0","0","1","1","0","0"
"60～64歳","0","0","2","0","1","0","1","2","0","0"
"65～69歳","0","0","0","0","0","1","3","1","0","0"
"70歳以上","0","1","0","0","1","0","13","7","0","0"
"合計","68","35","23","20","4","1","31","23","0","0"


"定点報告疾患 月報告分 年齢別集計表"
"東京都"
"集計期間開始月","2011年12月"
"集計期間終了月","2011年12月"
"性別","男女合計"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","薬剤耐性アシネトバクター感染症"
"0歳","0","0","0","0","0","0","11","2","0","0"
"1～4歳","0","0","0","0","0","0","9","20","0","0"
"5～9歳","0","0","0","0","0","0","4","4","0","0"
"10～14歳","1","0","0","0","0","0","6","0","0","0"
"15～19歳","14","5","4","1","0","0","1","0","0","0"
"20～24歳","41","6","13","23","0","1","0","0","0","0"
"25～29歳","36","14","7","22","0","2","0","0","0","0"
"30～34歳","24","17","12","18","0","5","0","0","0","0"
"35～39歳","25","7","13","15","0","3","0","0","0","0"
"40～44歳","15","16","7","12","0","2","1","1","0","0"
"45～49歳","8","10","5","6","1","1","0","0","0","0"
"50～54歳","4","9","2","6","1","0","2","0","0","0"
"55～59歳","6","5","0","3","0","0","1","1","0","0"
"60～64歳","2","1","2","1","1","0","2","3","0","0"
"65～69歳","0","0","0","1","0","1","5","1","0","0"
"70歳以上","0","3","1","0","1","0","35","14","0","0"
"合計","176","93","66","108","4","15","77","46","0","0"
"定点数","54","54","54","54","54","54","25","25","25","25"


