"定点報告疾患 週報告分 医療圏別"
"東京都"
"集計期間開始週","2010年48週"
"集計期間終了週","2010年48週"
"性別","男性"

"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","10","6","11","8","153","14","1","1","4","1","0","5","0","0","0","0","0","0","0","0","","","","","",""
"区南部","23","1","5","22","144","13","2","2","3","1","1","3","1","0","0","1","0","0","0","0","","","","","",""
"区西南部","5","3","1","11","121","8","1","3","1","0","0","1","0","0","0","1","0","0","0","0","","","","","",""
"区西部","9","7","5","17","150","5","2","7","1","0","0","0","0","0","0","1","0","0","3","0","","","","","",""
"区西北部","13","5","2","7","140","13","1","2","5","0","0","7","0","0","0","0","0","0","0","0","","","","","",""
"区東北部","13","7","11","19","104","9","2","3","8","0","0","5","0","1","0","1","0","0","3","1","","","","","",""
"区東部","10","5","4","34","161","14","0","5","9","0","0","1","2","0","0","3","0","0","0","0","","","","","",""
"西多摩","3","2","0","3","34","9","0","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","13","6","3","45","194","16","2","6","9","0","3","7","2","0","0","1","0","0","0","0","","","","","",""
"北多摩西部","5","0","0","4","16","7","0","0","3","0","0","1","0","0","0","0","0","0","0","0","","","","","",""
"北多摩南部","3","4","1","11","60","7","1","2","2","0","0","2","0","0","0","3","0","0","2","0","","","","","",""
"北多摩北部","7","8","3","12","97","17","1","4","5","0","0","3","0","0","0","2","0","0","0","0","","","","","",""
"島しょ","1","0","0","0","0","2","0","0","0","0","0","4","0","0","0","0","0","0","0","0","","","","","",""
"合計","115","54","46","193","1374","134","13","36","50","2","4","39","5","1","0","13","0","0","8","1","","","","","",""


"定点報告疾患 週報告分 医療圏別"
"東京都"
"集計期間開始週","2010年48週"
"集計期間終了週","2010年48週"
"性別","女性"

"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","8","5","5","7","129","8","2","3","10","1","0","3","0","0","0","2","0","0","0","0","","","","","",""
"区南部","25","1","5","24","142","5","3","4","2","1","1","4","1","0","0","1","0","0","0","0","","","","","",""
"区西南部","1","2","1","6","101","5","1","5","1","0","0","1","0","0","0","1","0","0","0","0","","","","","",""
"区西部","7","4","4","10","129","5","1","4","5","0","0","2","0","0","0","2","0","0","4","0","","","","","",""
"区西北部","12","2","2","10","146","9","3","8","5","0","0","4","1","0","0","0","0","0","0","0","","","","","",""
"区東北部","7","6","11","13","108","8","2","6","2","0","0","2","1","1","1","2","0","0","3","1","","","","","",""
"区東部","13","1","4","39","148","7","0","4","5","0","0","3","2","0","0","1","0","0","0","0","","","","","",""
"西多摩","6","1","1","3","45","6","0","1","0","0","0","1","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","7","10","3","28","160","15","1","4","6","0","2","5","2","0","0","3","0","0","0","0","","","","","",""
"北多摩西部","4","0","0","1","17","7","0","1","3","1","0","1","0","0","0","0","0","0","0","0","","","","","",""
"北多摩南部","3","3","3","9","50","10","1","2","2","0","0","2","0","0","0","3","0","1","1","0","","","","","",""
"北多摩北部","7","5","2","12","103","17","2","5","2","0","0","2","0","0","0","3","0","0","0","0","","","","","",""
"島しょ","4","0","0","0","0","2","0","0","0","0","0","5","0","0","0","0","0","0","0","0","","","","","",""
"合計","104","40","41","162","1278","104","16","47","43","3","3","35","7","1","1","18","0","1","8","1","","","","","",""


"定点報告疾患 週報告分 医療圏別"
"東京都"
"集計期間開始週","2010年48週"
"集計期間終了週","2010年48週"
"性別","男女合計"

"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","18","11","16","15","282","22","3","4","14","1","0","8","0","0","0","2","0","0","0","0","26","18","2","4","4","0"
"区南部","48","2","10","46","286","18","5","6","5","1","1","7","2","0","0","1","0","0","0","0","26","15","3","1","1","0"
"区西南部","6","5","1","17","222","13","1","8","2","0","0","2","0","0","0","2","0","0","0","0","28","15","4","2","3","0"
"区西部","16","11","9","27","279","10","3","11","6","0","0","2","0","0","0","3","0","0","7","0","30","18","4","4","4","0"
"区西北部","25","7","2","17","286","22","4","10","10","0","0","11","1","0","0","0","0","0","0","0","39","20","6","2","2","0"
"区東北部","20","13","22","32","212","17","2","9","10","0","0","7","1","1","1","3","0","0","6","1","25","11","4","1","1","0"
"区東部","23","6","8","73","309","21","0","9","14","0","0","4","2","0","0","4","0","0","0","0","27","12","4","1","1","0"
"西多摩","9","3","1","3","79","15","0","1","0","0","0","1","0","0","0","0","0","0","0","0","9","5","1","1","1","0"
"南多摩","20","16","6","73","354","31","3","10","15","0","5","12","4","0","0","4","0","0","0","0","28","12","4","1","1","0"
"北多摩西部","9","0","0","5","33","14","0","1","3","1","0","1","0","0","0","0","0","0","0","0","13","6","2","1","1","0"
"北多摩南部","6","7","4","20","110","17","1","4","2","0","0","2","0","0","0","3","0","1","3","0","21","10","3","3","3","0"
"北多摩北部","14","13","5","24","200","34","3","9","7","0","0","5","0","0","0","5","0","0","0","0","14","6","2","2","2","0"
"島しょ","5","0","0","0","0","2","0","0","0","0","0","9","0","0","0","0","0","0","0","0","2","1","0","1","1","0"
"合計","219","94","84","352","2652","236","25","82","88","3","6","71","10","1","1","27","0","1","16","1","288","149","39","24","25","0"


