"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2019年4週
"集計期間終了週",2019年4週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","13290","13345","26635","415"
"RSウイルス感染症","22","28","50","262"
"咽頭結膜熱","27","24","51","262"
"Ａ群溶血性レンサ球菌咽頭炎","333","309","642","262"
"感染性胃腸炎","1072","995","2067","262"
"水痘","63","48","111","262"
"手足口病","13","15","28","262"
"伝染性紅斑","210","219","429","262"
"突発性発しん","49","35","84","262"
"ヘルパンギーナ","3","3","6","262"
"流行性耳下腺炎","13","10","23","262"
"不明発しん症","8","1","9","262"
"川崎病","1","3","4","262"
"急性出血性結膜炎","0","0","0","38"
"流行性角結膜炎","4","9","13","38"
"細菌性髄膜炎","1","0","1","25"
"無菌性髄膜炎","0","0","0","25"
"マイコプラズマ肺炎","0","1","1","25"
"クラミジア肺炎(オウム病は除く)","0","0","0","25"
"感染性胃腸炎（ロタウイルス）","5","1","6","25"
"インフルエンザ入院","113","103","216","25"
