"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2004年35週
"集計期間終了週",2004年35週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","0","0","0","178"
"RSウイルス感染症","0","1","1","142"
"咽頭結膜熱","23","15","38","142"
"Ａ群溶血性レンサ球菌咽頭炎","13","15","28","142"
"感染性胃腸炎","143","137","280","142"
"水痘","23","23","46","142"
"手足口病","34","46","80","142"
"伝染性紅斑","10","14","24","142"
"突発性発しん","60","60","120","142"
"百日咳","0","0","0","142"
"風しん","0","0","0","142"
"ヘルパンギーナ","36","37","73","142"
"麻しん（成人麻しん以外）","0","0","0","142"
"流行性耳下腺炎","42","28","70","142"
"不明発しん症","8","12","20","142"
"川崎病","0","0","0","142"
"急性出血性結膜炎","0","0","0","14"
"流行性角結膜炎","8","12","20","14"
"細菌性髄膜炎","0","0","0","25"
"無菌性髄膜炎","0","0","0","25"
"マイコプラズマ肺炎","1","0","1","25"
"クラミジア肺炎(オウム病は除く)","0","0","0","25"
"成人麻しん","0","0","0","25"
