"定点報告疾患 月報告分 年齢別集計表"
"東京都"
"集計期間開始月","2014年8月"
"集計期間終了月","2014年8月"
"性別","男性"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","薬剤耐性アシネトバクター感染症"
"0歳","0","0","0","0","0","0","5","0","0","0"
"1～4歳","0","0","0","0","0","0","5","7","0","0"
"5～9歳","0","0","0","0","0","0","2","0","0","0"
"10～14歳","0","0","0","0","0","0","1","0","0","0"
"15～19歳","2","0","0","1","0","0","1","0","0","0"
"20～24歳","19","8","5","6","0","0","1","0","0","0"
"25～29歳","31","7","8","18","0","1","0","0","0","0"
"30～34歳","17","11","9","19","0","3","1","0","0","0"
"35～39歳","20","8","9","15","0","3","1","0","0","0"
"40～44歳","6","14","11","8","0","3","0","1","0","0"
"45～49歳","9","9","6","8","0","1","0","0","0","0"
"50～54歳","7","2","9","6","0","0","0","0","0","0"
"55～59歳","4","5","5","2","0","1","2","0","0","0"
"60～64歳","2","4","2","1","0","0","3","1","0","0"
"65～69歳","2","2","0","0","0","1","2","0","1","0"
"70歳以上","0","1","2","0","0","1","19","3","1","0"
"合計","119","71","66","84","0","14","43","12","2","0"


"定点報告疾患 月報告分 年齢別集計表"
"東京都"
"集計期間開始月","2014年8月"
"集計期間終了月","2014年8月"
"性別","女性"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","薬剤耐性アシネトバクター感染症"
"0歳","0","0","0","0","0","0","8","0","0","0"
"1～4歳","0","0","0","0","0","0","6","1","0","0"
"5～9歳","0","0","0","0","0","0","0","0","0","0"
"10～14歳","0","0","0","0","0","0","0","0","0","0"
"15～19歳","8","1","3","2","0","0","1","0","0","0"
"20～24歳","24","5","12","6","1","0","0","0","0","0"
"25～29歳","29","9","10","9","2","1","0","0","0","0"
"30～34歳","13","8","5","10","2","0","0","0","0","0"
"35～39歳","11","6","1","11","2","0","1","0","0","0"
"40～44歳","3","6","0","2","1","0","0","0","0","0"
"45～49歳","4","1","2","1","1","0","2","0","0","0"
"50～54歳","0","3","0","2","0","0","1","1","0","0"
"55～59歳","0","0","1","2","0","0","1","0","0","0"
"60～64歳","0","3","0","0","0","0","1","0","0","0"
"65～69歳","0","1","0","0","0","0","3","0","0","0"
"70歳以上","0","0","0","0","1","1","11","2","1","0"
"合計","92","43","34","45","10","2","35","4","1","0"


"定点報告疾患 月報告分 年齢別集計表"
"東京都"
"集計期間開始月","2014年8月"
"集計期間終了月","2014年8月"
"性別","男女合計"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","薬剤耐性アシネトバクター感染症"
"0歳","0","0","0","0","0","0","13","0","0","0"
"1～4歳","0","0","0","0","0","0","11","8","0","0"
"5～9歳","0","0","0","0","0","0","2","0","0","0"
"10～14歳","0","0","0","0","0","0","1","0","0","0"
"15～19歳","10","1","3","3","0","0","2","0","0","0"
"20～24歳","43","13","17","12","1","0","1","0","0","0"
"25～29歳","60","16","18","27","2","2","0","0","0","0"
"30～34歳","30","19","14","29","2","3","1","0","0","0"
"35～39歳","31","14","10","26","2","3","2","0","0","0"
"40～44歳","9","20","11","10","1","3","0","1","0","0"
"45～49歳","13","10","8","9","1","1","2","0","0","0"
"50～54歳","7","5","9","8","0","0","1","1","0","0"
"55～59歳","4","5","6","4","0","1","3","0","0","0"
"60～64歳","2","7","2","1","0","0","4","1","0","0"
"65～69歳","2","3","0","0","0","1","5","0","1","0"
"70歳以上","0","1","2","0","1","2","30","5","2","0"
"合計","211","114","100","129","10","16","78","16","3","0"
"定点数","55","55","55","55","55","55","25","25","25","25"


