"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2004年51週
"集計期間終了週",2004年51週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","55","54","109","178"
"RSウイルス感染症","14","11","25","142"
"咽頭結膜熱","15","18","33","142"
"Ａ群溶血性レンサ球菌咽頭炎","75","56","131","142"
"感染性胃腸炎","1272","1272","2544","142"
"水痘","122","109","231","142"
"手足口病","50","46","96","142"
"伝染性紅斑","13","20","33","142"
"突発性発しん","39","24","63","142"
"百日咳","0","1","1","142"
"風しん","1","0","1","142"
"ヘルパンギーナ","10","3","13","142"
"麻しん（成人麻しん以外）","0","0","0","142"
"流行性耳下腺炎","82","52","134","142"
"不明発しん症","3","0","3","142"
"川崎病","1","1","2","142"
"急性出血性結膜炎","0","0","0","14"
"流行性角結膜炎","6","4","10","14"
"細菌性髄膜炎","0","2","2","25"
"無菌性髄膜炎","0","0","0","25"
"マイコプラズマ肺炎","1","6","7","25"
"クラミジア肺炎(オウム病は除く)","0","0","0","25"
"成人麻しん","0","0","0","25"
