"定点報告疾患 週報告分 医療圏別"
"東京都"
"集計期間開始週","2007年39週"
"集計期間終了週","2007年39週"
"性別","男性"

"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","風しん","ヘルパンギーナ","麻しん（成人麻しん以外）","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","成人麻しん","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","0","0","3","4","35","1","11","0","5","0","0","1","0","0","0","0","0","1","0","0","0","0","0","","","","","",""
"区南部","0","0","5","3","35","2","4","0","7","0","0","8","0","1","2","0","0","0","0","0","0","0","0","","","","","",""
"区西南部","5","0","2","8","13","2","5","1","5","0","0","2","0","0","1","0","0","1","0","0","0","0","0","","","","","",""
"区西部","0","0","6","5","31","4","8","0","2","0","1","1","0","1","0","0","0","2","0","0","2","0","0","","","","","",""
"区西北部","0","0","0","3","16","4","13","2","10","0","0","6","0","0","1","0","0","0","0","0","0","0","0","","","","","",""
"区東北部","0","0","1","5","28","3","11","0","6","0","0","8","0","1","0","0","0","1","0","0","2","0","0","","","","","",""
"区東部","0","2","1","5","31","2","7","3","6","0","0","7","0","2","1","0","0","1","0","0","0","0","0","","","","","",""
"西多摩","0","0","0","2","5","0","3","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","2","0","0","13","49","0","10","3","10","1","1","12","0","1","3","0","0","1","0","0","0","0","0","","","","","",""
"北多摩西部","0","0","0","0","4","4","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"北多摩南部","0","0","0","0","11","0","3","0","3","0","0","0","0","1","1","0","0","0","0","0","0","0","0","","","","","",""
"北多摩北部","1","0","1","5","11","0","5","1","3","1","0","4","0","1","0","0","0","2","0","0","0","0","0","","","","","",""
"島しょ","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","8","2","19","54","269","22","81","10","58","2","2","51","0","9","9","0","0","9","0","0","4","0","0","","","","","",""


"定点報告疾患 週報告分 医療圏別"
"東京都"
"集計期間開始週","2007年39週"
"集計期間終了週","2007年39週"
"性別","女性"

"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","風しん","ヘルパンギーナ","麻しん（成人麻しん以外）","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","成人麻しん","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","1","2","3","2","22","5","10","0","6","0","0","7","0","0","2","0","0","1","0","0","0","0","0","","","","","",""
