"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2024年10週
"集計期間終了週",2024年10週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","3044","2544","5588","416"
"新型コロナウイルス感染症（COVID-19）","849","918","1767","416"
"RSウイルス感染症","31","34","65","262"
"咽頭結膜熱","43","18","61","262"
"Ａ群溶血性レンサ球菌咽頭炎","484","395","879","262"
"感染性胃腸炎","763","645","1408","262"
"水痘","36","21","57","262"
"手足口病","0","1","1","262"
"伝染性紅斑","11","5","16","262"
"突発性発しん","29","29","58","262"
"ヘルパンギーナ","3","0","3","262"
"流行性耳下腺炎","10","2","12","262"
"不明発しん症","4","6","10","262"
"川崎病","1","0","1","262"
"急性出血性結膜炎","0","0","0","39"
"流行性角結膜炎","4","6","10","39"
"細菌性髄膜炎","0","0","0","25"
"無菌性髄膜炎","0","0","0","25"
"マイコプラズマ肺炎","0","0","0","25"
"クラミジア肺炎(オウム病は除く)","0","0","0","25"
"感染性胃腸炎（ロタウイルス）","0","1","1","25"
"インフルエンザ入院","15","12","27","25"
"COVID-19入院","71","57","128","25"
