"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2013年50週
"集計期間終了週",2013年50週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","141","162","303","415"
"RSウイルス感染症","116","98","214","262"
"咽頭結膜熱","86","71","157","262"
"Ａ群溶血性レンサ球菌咽頭炎","353","318","671","262"
"感染性胃腸炎","3558","3381","6939","262"
"水痘","200","200","400","262"
"手足口病","30","26","56","262"
"伝染性紅斑","29","30","59","262"
"突発性発しん","58","76","134","262"
"百日咳","1","3","4","262"
"ヘルパンギーナ","4","5","9","262"
"流行性耳下腺炎","22","22","44","262"
"不明発しん症","7","8","15","262"
"川崎病","1","3","4","262"
"急性出血性結膜炎","0","1","1","38"
"流行性角結膜炎","9","4","13","38"
"細菌性髄膜炎","0","1","1","25"
"無菌性髄膜炎","0","0","0","25"
"マイコプラズマ肺炎","4","6","10","25"
"クラミジア肺炎(オウム病は除く)","0","0","0","25"
"感染性胃腸炎（ロタウイルス）","3","2","5","25"
"インフルエンザ入院","3","3","6","25"
