"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2023年26週
"集計期間終了週",2023年26週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","201","181","382","415"
"新型コロナウイルス感染症（COVID-19）","1396","1447","2843","415"
"RSウイルス感染症","382","304","686","260"
"咽頭結膜熱","65","42","107","260"
"Ａ群溶血性レンサ球菌咽頭炎","246","212","458","260"
"感染性胃腸炎","683","579","1262","260"
"水痘","13","14","27","260"
"手足口病","86","59","145","260"
"伝染性紅斑","3","5","8","260"
"突発性発しん","34","33","67","260"
"ヘルパンギーナ","1138","998","2136","260"
"流行性耳下腺炎","5","5","10","260"
"不明発しん症","9","13","22","260"
"川崎病","2","1","3","260"
"急性出血性結膜炎","0","0","0","38"
"流行性角結膜炎","9","8","17","38"
"細菌性髄膜炎","0","1","1","25"
"無菌性髄膜炎","0","0","0","25"
"マイコプラズマ肺炎","0","0","0","25"
"クラミジア肺炎(オウム病は除く)","0","0","0","25"
"感染性胃腸炎（ロタウイルス）","0","0","0","25"
"インフルエンザ入院","1","0","1","25"
