"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2010年1週
"集計期間終了週",2010年1週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","761","837","1598","288"
"RSウイルス感染症","36","22","58","148"
"咽頭結膜熱","6","3","9","148"
"Ａ群溶血性レンサ球菌咽頭炎","63","53","116","148"
"感染性胃腸炎","768","730","1498","148"
"水痘","98","105","203","148"
"手足口病","6","5","11","148"
"伝染性紅斑","12","6","18","148"
"突発性発しん","32","35","67","148"
"百日咳","1","0","1","148"
"ヘルパンギーナ","0","3","3","148"
"流行性耳下腺炎","83","68","151","148"
"不明発しん症","2","2","4","148"
"川崎病","0","0","0","148"
"急性出血性結膜炎","1","1","2","39"
"流行性角結膜炎","7","10","17","39"
"細菌性髄膜炎","0","0","0","23"
"無菌性髄膜炎","0","0","0","23"
"マイコプラズマ肺炎","1","1","2","23"
"クラミジア肺炎(オウム病は除く)","2","0","2","23"
