"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2021年33週
"集計期間終了週",2021年33週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","0","0","0","397"
"RSウイルス感染症","186","164","350","247"
"咽頭結膜熱","14","6","20","247"
"Ａ群溶血性レンサ球菌咽頭炎","31","21","52","247"
"感染性胃腸炎","235","188","423","247"
"水痘","13","7","20","247"
"手足口病","8","9","17","247"
"伝染性紅斑","0","0","0","247"
"突発性発しん","42","37","79","247"
"ヘルパンギーナ","17","18","35","247"
"流行性耳下腺炎","13","6","19","247"
"不明発しん症","1","5","6","247"
"川崎病","0","3","3","247"
"急性出血性結膜炎","0","1","1","38"
"流行性角結膜炎","2","0","2","38"
"細菌性髄膜炎","1","0","1","25"
"無菌性髄膜炎","0","0","0","25"
"マイコプラズマ肺炎","1","0","1","25"
"クラミジア肺炎(オウム病は除く)","0","0","0","25"
"感染性胃腸炎（ロタウイルス）","0","0","0","25"
"インフルエンザ入院","0","0","0","25"
