"定点報告疾患 週報告分 保健所別"
"東京都"
"集計期間開始週","2012年36週"
"集計期間終了週","2012年36週"
"性別","男性"

"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","0","0","0","0","1","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"中央区","0","3","0","1","7","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","","","","","",""
"みなと","0","9","3","2","7","3","0","1","3","0","1","1","0","0","0","0","0","1","0","0","0","","","","","",""
"新宿区","1","8","0","9","7","1","3","0","4","0","3","0","0","0","0","0","0","0","3","0","0","","","","","",""
"文京","0","0","0","0","4","2","2","0","1","0","0","0","1","0","0","0","0","0","0","0","0","","","","","",""
"台東","0","1","0","0","9","1","1","0","2","0","2","0","0","0","0","0","0","0","0","0","0","","","","","",""
"墨田区","11","3","3","6","3","0","1","0","2","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"江東区","0","17","13","5","37","2","16","0","5","0","14","0","3","0","0","2","0","0","0","0","0","","","","","",""
"品川区","0","5","2","0","17","0","1","0","6","2","2","1","0","0","0","0","0","0","0","0","0","","","","","",""
"目黒区","2","0","0","1","4","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"大田区","1","17","9","12","40","5","0","0","12","0","8","2","2","0","0","1","0","0","0","0","0","","","","","",""
"世田谷","0","19","0","9","19","3","8","2","6","0","4","2","0","0","1","0","0","0","0","0","0","","","","","",""
"渋谷区","0","1","0","0","6","0","3","0","2","0","0","0","0","0","0","0","0","0","1","0","0","","","","","",""
"中野区","0","2","0","0","14","2","3","1","4","0","2","1","2","0","0","3","0","0","0","0","0","","","","","",""
"杉並","0","2","1","1","18","1","0","1","5","0","1","3","0","0","0","0","0","0","0","0","0","","","","","",""
"池袋","0","0","0","0","3","2","1","0","0","0","5","0","0","0","0","1","0","0","0","0","0","","","","","",""
"北区","0","0","1","3","12","2","2","0","2","0","2","0","0","0","0","0","0","0","0","0","0","","","","","",""
"荒川区","0","14","7","4","21","6","5","0","2","0","1","1","1","0","0","2","0","0","0","0","0","","","","","",""
"板橋区","1","0","0","0","10","1","0","1","7","0","0","0","1","0","0","0","0","0","0","0","0","","","","","",""
"練馬区","0","2","3","3","31","4","3","0","9","0","7","2","1","0","0","0","0","0","0","0","0","","","","","",""
"足立","0","2","6","8","31","4","2","4","3","0","11","6","1","0","0","7","0","0","0","0","0","","","","","",""
"葛飾区","0","4","0","2","17","0","7","0","4","1","12","0","0","0","0","0","0","0","3","0","0","","","","","",""
"江戸川","1","6","2","21","30","0","5","0","4","0","3","1","0","0","0","1","0","0","0","0","0","","","","","",""
"八王子市","0","5","2","7","37","8","3","0","6","0","5","6","2","0","0","1","0","0","0","0","0","","","","","",""
"町田市","0","1","1","5","21","1","4","0","3","0","5","1","2","0","0","0","0","0","0","0","0","","","","","",""
"西多摩","0","1","2","3","17","1","0","0","1","0","2","0","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","0","11","0","2","11","3","0","0","6","0","4","4","1","0","0","0","0","0","0","0","0","","","","","",""
"多摩立川","0","8","4","12","26","1","3","1","5","0","6","0","3","0","0","0","0","0","0","0","0","","","","","",""
"多摩府中","4","6","1","9","26","2","6","1","16","1","22","3","1","1","0","0","0","0","2","0","0","","","","","",""
"多摩小平","0","18","2","18","19","3","4","0","10","0","10","2","0","0","0","2","0","0","1","0","0","","","","","",""
"島しょ","0","4","0","0","0","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","21","169","62","143","505","60","85","12","133","4","134","36","21","1","1","23","0","1","10","0","0","","","","","",""


"定点報告疾患 週報告分 保健所別"
"東京都"
"集計期間開始週","2012年36週"
"集計期間終了週","2012年36週"
"性別","女性"

