"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2008年4週
"集計期間終了週",2008年4週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","1280","1195","2475","289"
"RSウイルス感染症","21","6","27","150"
"咽頭結膜熱","10","6","16","150"
"Ａ群溶血性レンサ球菌咽頭炎","159","126","285","150"
"感染性胃腸炎","720","646","1366","150"
"水痘","120","105","225","150"
"手足口病","10","2","12","150"
"伝染性紅斑","17","13","30","150"
"突発性発しん","51","39","90","150"
"百日咳","2","1","3","150"
"ヘルパンギーナ","2","1","3","150"
"流行性耳下腺炎","17","9","26","150"
"不明発しん症","7","3","10","150"
"川崎病","1","2","3","150"
"急性出血性結膜炎","0","0","0","39"
"流行性角結膜炎","4","4","8","39"
"細菌性髄膜炎","0","0","0","24"
"無菌性髄膜炎","0","0","0","24"
"マイコプラズマ肺炎","1","1","2","24"
"クラミジア肺炎(オウム病は除く)","0","0","0","24"
