"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2017年52週
"集計期間終了週",2017年52週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","3270","3451","6721","387"
"RSウイルス感染症","49","47","96","240"
"咽頭結膜熱","69","72","141","240"
"Ａ群溶血性レンサ球菌咽頭炎","288","313","601","240"
"感染性胃腸炎","1249","1261","2510","240"
"水痘","48","76","124","240"
"手足口病","27","32","59","240"
"伝染性紅斑","7","11","18","240"
"突発性発しん","43","47","90","240"
"百日咳","3","1","4","240"
"ヘルパンギーナ","0","2","2","240"
"流行性耳下腺炎","18","10","28","240"
"不明発しん症","9","12","21","240"
"川崎病","3","3","6","240"
"急性出血性結膜炎","0","0","0","37"
"流行性角結膜炎","13","8","21","37"
"細菌性髄膜炎","2","0","2","25"
"無菌性髄膜炎","1","0","1","25"
"マイコプラズマ肺炎","4","2","6","25"
"クラミジア肺炎(オウム病は除く)","1","1","2","25"
"感染性胃腸炎（ロタウイルス）","0","0","0","25"
"インフルエンザ入院","20","31","51","25"
