"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2023年13週
"集計期間終了週",2023年13週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","792","695","1487","415"
"RSウイルス感染症","25","19","44","259"
"咽頭結膜熱","24","20","44","259"
"Ａ群溶血性レンサ球菌咽頭炎","52","36","88","259"
"感染性胃腸炎","491","407","898","259"
"水痘","13","16","29","259"
"手足口病","5","2","7","259"
"伝染性紅斑","2","0","2","259"
"突発性発しん","35","31","66","259"
"ヘルパンギーナ","4","1","5","259"
"流行性耳下腺炎","8","2","10","259"
"不明発しん症","3","6","9","259"
"川崎病","1","2","3","259"
"急性出血性結膜炎","0","0","0","38"
"流行性角結膜炎","3","4","7","38"
"細菌性髄膜炎","0","0","0","25"
"無菌性髄膜炎","0","0","0","25"
"マイコプラズマ肺炎","0","0","0","25"
"クラミジア肺炎(オウム病は除く)","0","0","0","25"
"感染性胃腸炎（ロタウイルス）","0","0","0","25"
"インフルエンザ入院","3","2","5","25"
