"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2007年46週
"集計期間終了週",2007年46週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","138","155","293","287"
"RSウイルス感染症","33","20","53","150"
"咽頭結膜熱","13","11","24","150"
"Ａ群溶血性レンサ球菌咽頭炎","120","107","227","150"
"感染性胃腸炎","505","497","1002","150"
"水痘","79","71","150","150"
"手足口病","41","39","80","150"
"伝染性紅斑","10","14","24","150"
"突発性発しん","56","50","106","150"
"百日咳","8","2","10","150"
"風しん","0","0","0","150"
"ヘルパンギーナ","7","12","19","150"
"麻しん（成人麻しん以外）","1","1","2","150"
"流行性耳下腺炎","21","17","38","150"
"不明発しん症","7","7","14","150"
"川崎病","0","0","0","150"
"急性出血性結膜炎","0","4","4","39"
"流行性角結膜炎","13","12","25","39"
"細菌性髄膜炎","0","0","0","25"
"無菌性髄膜炎","0","1","1","25"
"マイコプラズマ肺炎","4","4","8","25"
"クラミジア肺炎(オウム病は除く)","0","0","0","25"
"成人麻しん","0","0","0","25"
