"定点報告疾患 週報告分 年齢別集計表"
"東京都"
"集計期間開始週","2023年48週"
"集計期間終了週","2023年48週"
"性別","男性"

"*急性呼吸器感染症（ARI）の「～5ヶ月」は「0歳」、「1歳」は「1～4歳」、「5歳」は「5～9歳」と読み替えてください。"
"*小児科定点把握対象疾患のうち「20-29歳」は「20歳以上」と読み替えてください。"
"*眼科疾患のうち、「70-79歳」は「70歳以上」と読み替えてください。"

"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","COVID-19入院","ＩＣＵ入室（インフルエンザ入院）","人工呼吸器の利用（インフルエンザ入院）","頭部ＣＴ検査（インフルエンザ入院）","頭部ＭＲＩ検査（インフルエンザ入院）","脳波検査	（インフルエンザ入院）","いずれにも該当せず（インフルエンザ入院）","頭部検査	（インフルエンザ入院）","ＩＣＵ入室（COVID-19入院）","人工呼吸器の利用（COVID-19入院）","いずれにも該当せず（COVID-19入院）"
"～5ヶ月","3","2","0","1","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"～1歳","14","5","1","18","1","51","0","2","0","8","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1歳","53","2","2","58","10","128","1","16","0","20","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2歳","85","8","0","57","30","93","2","16","1","4","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3歳","88","3","0","86","54","104","2","10","1","3","1","0","0","1","0","2","0","0","0","0","0","2","0","0","0","1","0","0","1","1","0","0","0"
"4歳","137","2","0","87","86","97","3","8","0","0","0","1","1","0","0","0","0","0","0","0","0","1","1","0","0","1","0","0","0","1","1","0","0"
"5歳","175","1","0","75","91","86","5","9","2","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6歳","122","3","0","55","105","87","2","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7歳","156","4","0","28","98","72","3","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8歳","173","5","0","15","100","63","1","2","2","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"9歳","183","4","0","13","78","45","5","0","0","0","0","1","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","1","0","0","0","0"
"10～14歳","799","33","0","13","100","123","5","0","1","0","0","4","2","0","0","0","0","0","2","0","0","5","0","0","0","1","0","0","4","1","0","0","0"
"15～19歳","367","34","0","1","12","11","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20～29歳","303","56","0","10","24","51","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"30～39歳","159","42","0","0","0","0","0","0","0","0","0","0","0","0","0","7","0","0","1","0","0","0","2","0","0","0","0","0","0","0","0","0","2"
"40～49歳","191","45","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","2","0","0","0","0","0","0","0","1","0","1"
"50～59歳","166","62","0","0","0","0","0","0","0","0","0","0","0","0","0","3","1","0","0","0","0","3","1","0","0","0","0","0","3","0","1","0","0"
"60～69歳","65","30","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","3","3","0","0","0","0","0","3","0","0","0","3"
