"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2025年5週
"集計期間終了週",2025年5週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","805","781","1586","418"
"新型コロナウイルス感染症（COVID-19）","720","828","1548","418"
"RSウイルス感染症","97","77","174","263"
"咽頭結膜熱","35","19","54","263"
"Ａ群溶血性レンサ球菌咽頭炎","372","299","671","263"
"感染性胃腸炎","1221","1055","2276","263"
"水痘","38","23","61","263"
"手足口病","8","6","14","263"
"伝染性紅斑","252","218","470","263"
"突発性発しん","24","26","50","263"
"ヘルパンギーナ","0","2","2","263"
"流行性耳下腺炎","6","1","7","263"
"不明発しん症","6","0","6","263"
"川崎病","5","3","8","263"
"急性出血性結膜炎","0","1","1","39"
"流行性角結膜炎","10","9","19","39"
"細菌性髄膜炎","0","1","1","25"
"無菌性髄膜炎","0","0","0","25"
"マイコプラズマ肺炎","7","4","11","25"
"クラミジア肺炎(オウム病は除く)","0","0","0","25"
"感染性胃腸炎（ロタウイルス）","1","0","1","25"
"インフルエンザ入院","13","13","26","25"
"COVID-19入院","49","32","81","25"
