"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2022年32週
"集計期間終了週",2022年32週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","8","5","13","380"
"RSウイルス感染症","181","158","339","245"
"咽頭結膜熱","8","5","13","245"
"Ａ群溶血性レンサ球菌咽頭炎","9","7","16","245"
"感染性胃腸炎","232","187","419","245"
"水痘","9","4","13","245"
"手足口病","622","492","1114","245"
"伝染性紅斑","0","0","0","245"
"突発性発しん","27","21","48","245"
"ヘルパンギーナ","131","117","248","245"
"流行性耳下腺炎","5","4","9","245"
"不明発しん症","6","4","10","245"
"川崎病","0","0","0","245"
"急性出血性結膜炎","0","0","0","36"
"流行性角結膜炎","3","0","3","36"
"細菌性髄膜炎","0","0","0","25"
"無菌性髄膜炎","0","0","0","25"
"マイコプラズマ肺炎","0","0","0","25"
"クラミジア肺炎(オウム病は除く)","0","0","0","25"
"感染性胃腸炎（ロタウイルス）","0","0","0","25"
"インフルエンザ入院","0","0","0","25"
