"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2011年44週
"集計期間終了週",2011年44週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","9","3","12","419"
"RSウイルス感染症","56","42","98","264"
"咽頭結膜熱","22","20","42","264"
"Ａ群溶血性レンサ球菌咽頭炎","209","180","389","264"
"感染性胃腸炎","544","493","1037","264"
"水痘","179","133","312","264"
"手足口病","137","111","248","264"
"伝染性紅斑","31","31","62","264"
"突発性発しん","80","71","151","264"
"百日咳","5","2","7","264"
"ヘルパンギーナ","19","13","32","264"
"流行性耳下腺炎","50","23","73","264"
"不明発しん症","12","12","24","264"
"川崎病","2","3","5","264"
"急性出血性結膜炎","2","0","2","38"
"流行性角結膜炎","10","4","14","38"
"細菌性髄膜炎","0","0","0","24"
"無菌性髄膜炎","5","1","6","24"
"マイコプラズマ肺炎","17","22","39","24"
"クラミジア肺炎(オウム病は除く)","0","0","0","24"
"インフルエンザ入院","0","0","0","25"
