"定点報告疾患 週報告分 年齢別集計表"
"東京都"
"集計期間開始週","2008年23週"
"集計期間終了週","2008年23週"
"性別","男性"

"*急性呼吸器感染症（ARI）の「～5ヶ月」は「0歳」、「1歳」は「1～4歳」、「5歳」は「5～9歳」と読み替えてください。"
"*小児科定点把握対象疾患のうち「20-29歳」は「20歳以上」と読み替えてください。"
"*眼科疾患のうち、「70-79歳」は「70歳以上」と読み替えてください。"

"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)"
"～5ヶ月","0","0","0","0","3","2","1","0","1","0","0","0","0","0","0","0","0","0","0","0"
"～1歳","0","0","2","2","32","4","1","0","23","0","5","1","2","1","0","0","0","0","0","0"
"1歳","0","1","13","1","54","25","6","1","32","0","22","2","3","0","0","0","0","0","0","0"
"2歳","0","0","6","13","37","25","7","1","4","0","9","9","0","1","0","1","0","0","0","0"
"3歳","1","0","10","31","77","20","5","1","0","2","5","6","0","0","0","0","0","0","0","0"
"4歳","0","0","4","54","80","22","3","2","0","0","11","11","4","0","0","0","0","0","0","0"
"5歳","1","0","5","46","61","11","2","1","0","0","2","9","1","0","0","1","0","0","0","0"
"6歳","3","0","2","34","47","4","1","1","0","0","0","7","0","0","0","0","0","0","0","0"
"7歳","1","0","2","32","23","7","1","2","0","1","6","3","0","0","0","0","0","0","0","0"
"8歳","0","0","3","19","23","3","0","1","0","0","0","3","0","0","0","0","0","0","0","0"
"9歳","0","0","0","14","16","1","0","1","1","1","0","0","0","0","0","0","0","0","0","0"
"10～14歳","1","0","0","22","44","3","0","0","0","0","1","3","1","0","1","1","0","0","0","0"
"15～19歳","0","0","0","1","7","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"20～29歳","1","0","0","8","35","0","1","0","0","1","1","0","0","0","1","1","0","0","0","0"
"30～39歳","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"40～49歳","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0"
"50～59歳","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"60～69歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
