"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2019年2週
"集計期間終了週",2019年2週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","6507","6557","13064","412"
"RSウイルス感染症","19","24","43","260"
"咽頭結膜熱","34","31","65","260"
"Ａ群溶血性レンサ球菌咽頭炎","270","244","514","260"
"感染性胃腸炎","1193","1172","2365","260"
"水痘","96","79","175","260"
"手足口病","20","12","32","260"
"伝染性紅斑","280","271","551","260"
"突発性発しん","53","43","96","260"
"ヘルパンギーナ","1","2","3","260"
"流行性耳下腺炎","12","8","20","260"
"不明発しん症","3","6","9","260"
"川崎病","3","1","4","260"
"急性出血性結膜炎","0","1","1","38"
"流行性角結膜炎","12","10","22","38"
"細菌性髄膜炎","1","1","2","25"
"無菌性髄膜炎","1","0","1","25"
"マイコプラズマ肺炎","0","4","4","25"
"クラミジア肺炎(オウム病は除く)","0","0","0","25"
"感染性胃腸炎（ロタウイルス）","0","2","2","25"
"インフルエンザ入院","88","74","162","25"
