"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2009年45週
"集計期間終了週",2009年45週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","3765","3565","7330","288"
"RSウイルス感染症","7","9","16","149"
"咽頭結膜熱","6","4","10","149"
"Ａ群溶血性レンサ球菌咽頭炎","59","48","107","149"
"感染性胃腸炎","178","131","309","149"
"水痘","38","40","78","149"
"手足口病","29","28","57","149"
"伝染性紅斑","10","3","13","149"
"突発性発しん","36","31","67","149"
"百日咳","1","1","2","149"
"ヘルパンギーナ","10","7","17","149"
"流行性耳下腺炎","48","35","83","149"
"不明発しん症","4","1","5","149"
"川崎病","2","0","2","149"
"急性出血性結膜炎","0","0","0","39"
"流行性角結膜炎","6","8","14","39"
"細菌性髄膜炎","0","1","1","22"
"無菌性髄膜炎","0","0","0","22"
"マイコプラズマ肺炎","1","2","3","22"
"クラミジア肺炎(オウム病は除く)","0","0","0","22"
