"定点報告疾患 週報告分 年齢別集計表"
"東京都"
"集計期間開始週","2011年25週"
"集計期間終了週","2011年25週"
"性別","男性"

"*急性呼吸器感染症（ARI）の「～5ヶ月」は「0歳」、「1歳」は「1～4歳」、「5歳」は「5～9歳」と読み替えてください。"
"*小児科定点把握対象疾患のうち「20-29歳」は「20歳以上」と読み替えてください。"
"*眼科疾患のうち、「70-79歳」は「70歳以上」と読み替えてください。"

"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","インフルエンザ入院","ＩＣＵ入室（インフルエンザ入院）","人工呼吸器の利用（インフルエンザ入院）","頭部ＣＴ検査（インフルエンザ入院）","頭部ＭＲＩ検査（インフルエンザ入院）","脳波検査	（インフルエンザ入院）","いずれにも該当せず（インフルエンザ入院）","頭部検査	（インフルエンザ入院）"
"～5ヶ月","0","3","0","0","6","1","1","0","3","0","2","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"～1歳","1","1","9","5","52","7","18","4","37","0","10","0","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1歳","0","2","22","15","102","22","55","7","44","0","22","3","9","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"2歳","0","1","11","33","63","20","44","9","4","0","26","3","6","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"3歳","0","0","18","38","89","24","31","22","3","0","16","6","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4歳","0","0","11","64","82","29","24","33","0","0","8","16","2","0","0","1","0","0","3","0","0","0","0","0","0","0","0","0"
"5歳","1","0","17","57","67","25","7","31","2","0","6","17","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6歳","0","0","8","39","62","7","7","25","0","0","5","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7歳","0","0","0","37","39","13","7","21","0","0","6","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8歳","0","0","2","22","39","3","1","10","0","0","2","4","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"9歳","1","0","3","22","36","2","1","8","0","0","2","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10～14歳","0","1","4","25","66","0","2","9","1","0","3","7","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0"
"15～19歳","3","0","0","3","12","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"20～29歳","0","0","3","9","48","0","1","1","0","3","1","5","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0"
"30～39歳","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0"
"40～49歳","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0"
"50～59歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"60～69歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"70～79歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"80歳以上","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"合計","8","8","108","369","763","153","199","180","94","3","110","81","36","2","0","10","0","0","7","0","0","0","0","0","0","0","0","0"
"定点報告疾患 週報告分 年齢別集計表"
"東京都"
"集計期間開始週","2011年25週"
"集計期間終了週","2011年25週"
"性別","女性"

"*急性呼吸器感染症（ARI）の「～5ヶ月」は「0歳」、「1歳」は「1～4歳」、「5歳」は「5～9歳」と読み替えてください。"
"*小児科定点把握対象疾患のうち「20-29歳」は「20歳以上」と読み替えてください。"
