"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2020年2週
"集計期間終了週",2020年2週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","3000","3000","6000","416"
"RSウイルス感染症","24","18","42","261"
"咽頭結膜熱","54","44","98","261"
"Ａ群溶血性レンサ球菌咽頭炎","327","290","617","261"
"感染性胃腸炎","1078","1026","2104","261"
"水痘","124","90","214","261"
"手足口病","25","28","53","261"
"伝染性紅斑","22","17","39","261"
"突発性発しん","38","45","83","261"
"ヘルパンギーナ","10","10","20","261"
"流行性耳下腺炎","8","8","16","261"
"不明発しん症","6","2","8","261"
"川崎病","2","1","3","261"
"急性出血性結膜炎","0","0","0","38"
"流行性角結膜炎","11","4","15","38"
"細菌性髄膜炎","0","0","0","25"
"無菌性髄膜炎","0","0","0","25"
"マイコプラズマ肺炎","8","6","14","25"
"クラミジア肺炎(オウム病は除く)","1","0","1","25"
"感染性胃腸炎（ロタウイルス）","1","0","1","25"
"インフルエンザ入院","28","35","63","25"
