"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2018年22週
"集計期間終了週",2018年22週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","34","29","63","416"
"RSウイルス感染症","19","27","46","262"
"咽頭結膜熱","94","99","193","262"
"Ａ群溶血性レンサ球菌咽頭炎","485","444","929","262"
"感染性胃腸炎","1000","925","1925","262"
"水痘","39","27","66","262"
"手足口病","31","34","65","262"
"伝染性紅斑","72","92","164","262"
"突発性発しん","99","98","197","262"
"ヘルパンギーナ","12","20","32","262"
"流行性耳下腺炎","16","14","30","262"
"不明発しん症","10","10","20","262"
"川崎病","0","2","2","262"
"急性出血性結膜炎","0","0","0","38"
"流行性角結膜炎","15","8","23","38"
"細菌性髄膜炎","0","1","1","25"
"無菌性髄膜炎","0","0","0","25"
"マイコプラズマ肺炎","3","0","3","25"
"クラミジア肺炎(オウム病は除く)","1","0","1","25"
"感染性胃腸炎（ロタウイルス）","3","1","4","25"
"インフルエンザ入院","1","0","1","25"
