"定点報告疾患 月報告分 年齢別集計表"
"東京都"
"集計期間開始月","2014年7月"
"集計期間終了月","2014年7月"
"性別","男性"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","薬剤耐性アシネトバクター感染症"
"0歳","0","0","0","0","0","0","7","1","0","0"
"1～4歳","0","0","0","0","0","0","2","3","0","0"
"5～9歳","0","0","0","0","0","0","1","0","0","0"
"10～14歳","0","0","0","0","0","0","0","0","0","0"
"15～19歳","2","0","0","1","0","0","5","0","0","0"
"20～24歳","21","3","5","13","0","0","0","0","0","0"
"25～29歳","21","5","8","11","0","1","0","0","0","0"
"30～34歳","23","10","15","13","0","3","0","0","0","0"
"35～39歳","17","18","10","14","0","2","0","0","0","0"
"40～44歳","19","11","11","10","0","1","1","0","0","0"
"45～49歳","10","22","7","6","0","4","1","0","0","0"
"50～54歳","6","10","2","8","0","1","2","0","0","0"
"55～59歳","4","6","0","1","0","2","1","0","0","0"
"60～64歳","4","3","3","3","0","0","1","0","0","0"
"65～69歳","0","3","1","0","0","0","3","0","2","0"
"70歳以上","1","1","2","0","0","0","15","3","0","0"
"合計","128","92","64","80","0","14","39","7","2","0"


"定点報告疾患 月報告分 年齢別集計表"
"東京都"
"集計期間開始月","2014年7月"
"集計期間終了月","2014年7月"
"性別","女性"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","薬剤耐性アシネトバクター感染症"
"0歳","0","0","0","0","0","0","1","0","0","0"
"1～4歳","0","0","0","0","0","0","10","0","0","0"
"5～9歳","0","0","0","1","0","0","1","0","0","0"
"10～14歳","0","0","0","0","0","0","0","1","0","0"
"15～19歳","2","1","2","0","1","0","2","0","0","0"
"20～24歳","26","4","6","7","1","0","1","0","0","0"
"25～29歳","24","8","8","13","3","1","1","0","0","0"
"30～34歳","21","7","3","7","0","1","0","2","0","0"
"35～39歳","10","6","3","6","0","0","0","0","0","0"
"40～44歳","8","7","0","6","4","0","0","0","0","0"
"45～49歳","2","3","1","4","1","0","0","0","0","0"
"50～54歳","3","1","1","5","0","0","1","0","0","0"
"55～59歳","3","1","0","0","0","0","1","0","0","0"
"60～64歳","0","1","0","1","1","0","0","0","0","0"
"65～69歳","0","0","0","0","0","0","0","0","0","0"
"70歳以上","0","1","0","0","2","0","8","3","0","0"
"合計","99","40","24","50","13","2","26","6","0","0"


"定点報告疾患 月報告分 年齢別集計表"
"東京都"
"集計期間開始月","2014年7月"
"集計期間終了月","2014年7月"
"性別","男女合計"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","薬剤耐性アシネトバクター感染症"
"0歳","0","0","0","0","0","0","8","1","0","0"
"1～4歳","0","0","0","0","0","0","12","3","0","0"
"5～9歳","0","0","0","1","0","0","2","0","0","0"
"10～14歳","0","0","0","0","0","0","0","1","0","0"
"15～19歳","4","1","2","1","1","0","7","0","0","0"
"20～24歳","47","7","11","20","1","0","1","0","0","0"
"25～29歳","45","13","16","24","3","2","1","0","0","0"
"30～34歳","44","17","18","20","0","4","0","2","0","0"
"35～39歳","27","24","13","20","0","2","0","0","0","0"
"40～44歳","27","18","11","16","4","1","1","0","0","0"
"45～49歳","12","25","8","10","1","4","1","0","0","0"
"50～54歳","9","11","3","13","0","1","3","0","0","0"
"55～59歳","7","7","0","1","0","2","2","0","0","0"
"60～64歳","4","4","3","4","1","0","1","0","0","0"
"65～69歳","0","3","1","0","0","0","3","0","2","0"
"70歳以上","1","2","2","0","2","0","23","6","0","0"
"合計","227","132","88","130","13","16","65","13","2","0"
"定点数","53","53","53","53","53","53","25","25","25","25"


