"定点報告疾患 月報告分 年齢別集計表"
"東京都"
"集計期間開始月","2011年7月"
"集計期間終了月","2011年7月"
"性別","男性"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","薬剤耐性アシネトバクター感染症"
"0歳","0","0","0","0","0","0","8","2","0","0"
"1～4歳","0","0","0","0","0","0","2","13","0","0"
"5～9歳","0","0","0","0","0","0","12","2","0","0"
"10～14歳","0","0","0","0","0","0","0","0","0","0"
"15～19歳","4","3","1","4","1","0","3","2","0","0"
"20～24歳","16","10","3","13","0","2","2","0","0","0"
"25～29歳","24","11","8","14","0","2","0","0","0","0"
"30～34歳","24","15","6","14","0","2","1","0","0","0"
"35～39歳","17","8","10","16","0","1","0","2","0","0"
"40～44歳","24","12","8","11","0","0","0","1","0","0"
"45～49歳","8","10","6","5","0","0","1","0","0","0"
"50～54歳","3","9","3","5","1","0","3","0","0","0"
"55～59歳","4","4","1","1","0","0","1","1","1","0"
"60～64歳","0","5","0","3","0","0","5","0","0","0"
"65～69歳","0","0","0","0","0","0","3","1","0","0"
"70歳以上","0","2","0","0","0","0","26","9","6","0"
"合計","124","89","46","86","2","7","67","33","7","0"


"定点報告疾患 月報告分 年齢別集計表"
"東京都"
"集計期間開始月","2011年7月"
"集計期間終了月","2011年7月"
"性別","女性"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","薬剤耐性アシネトバクター感染症"
"0歳","0","0","0","0","0","0","1","3","0","0"
"1～4歳","0","0","0","0","0","0","8","3","0","0"
"5～9歳","0","0","0","0","0","0","2","0","0","0"
"10～14歳","0","0","0","0","1","0","0","2","0","0"
"15～19歳","10","5","1","6","0","0","0","0","0","0"
"20～24歳","30","8","6","5","1","0","0","0","0","0"
"25～29歳","26","9","7","4","3","0","0","0","0","0"
"30～34歳","14","6","2","2","0","0","0","0","0","0"
"35～39歳","11","5","2","1","2","0","0","0","0","0"
"40～44歳","5","4","1","0","0","0","0","1","0","0"
"45～49歳","1","0","0","1","2","0","0","0","0","0"
"50～54歳","1","1","1","0","0","0","2","1","0","0"
"55～59歳","0","0","0","0","1","0","2","0","0","0"
"60～64歳","0","0","0","0","0","0","3","0","0","0"
"65～69歳","0","1","0","0","0","0","2","1","1","0"
"70歳以上","0","2","0","0","0","0","23","4","1","0"
"合計","98","41","20","19","10","0","43","15","2","0"


"定点報告疾患 月報告分 年齢別集計表"
"東京都"
"集計期間開始月","2011年7月"
"集計期間終了月","2011年7月"
"性別","男女合計"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","薬剤耐性アシネトバクター感染症"
"0歳","0","0","0","0","0","0","9","5","0","0"
"1～4歳","0","0","0","0","0","0","10","16","0","0"
"5～9歳","0","0","0","0","0","0","14","2","0","0"
"10～14歳","0","0","0","0","1","0","0","2","0","0"
"15～19歳","14","8","2","10","1","0","3","2","0","0"
"20～24歳","46","18","9","18","1","2","2","0","0","0"
"25～29歳","50","20","15","18","3","2","0","0","0","0"
"30～34歳","38","21","8","16","0","2","1","0","0","0"
"35～39歳","28","13","12","17","2","1","0","2","0","0"
"40～44歳","29","16","9","11","0","0","0","2","0","0"
"45～49歳","9","10","6","6","2","0","1","0","0","0"
"50～54歳","4","10","4","5","1","0","5","1","0","0"
"55～59歳","4","4","1","1","1","0","3","1","1","0"
"60～64歳","0","5","0","3","0","0","8","0","0","0"
"65～69歳","0","1","0","0","0","0","5","2","1","0"
"70歳以上","0","4","0","0","0","0","49","13","7","0"
"合計","222","130","66","105","12","7","110","48","9","0"
"定点数","55","55","55","55","55","55","24","24","24","24"


