"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2007年32週
"集計期間終了週",2007年32週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","0","1","1","262"
"RSウイルス感染症","2","1","3","142"
"咽頭結膜熱","41","22","63","142"
"Ａ群溶血性レンサ球菌咽頭炎","62","56","118","142"
"感染性胃腸炎","225","189","414","142"
"水痘","37","30","67","142"
"手足口病","159","129","288","142"
"伝染性紅斑","22","20","42","142"
"突発性発しん","36","50","86","142"
"百日咳","3","1","4","142"
"風しん","0","0","0","142"
"ヘルパンギーナ","288","264","552","142"
"麻しん（成人麻しん以外）","1","1","2","142"
"流行性耳下腺炎","23","16","39","142"
"不明発しん症","14","4","18","142"
"川崎病","3","2","5","142"
"急性出血性結膜炎","0","1","1","34"
"流行性角結膜炎","10","8","18","34"
"細菌性髄膜炎","0","0","0","25"
"無菌性髄膜炎","3","1","4","25"
"マイコプラズマ肺炎","2","1","3","25"
"クラミジア肺炎(オウム病は除く)","0","1","1","25"
"成人麻しん","2","0","2","25"
