"定点報告疾患 週報告分 医療圏別"
"東京都"
"集計期間開始週","2005年29週"
"集計期間終了週","2005年29週"
"性別","男性"

"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","風しん","ヘルパンギーナ","麻しん（成人麻しん以外）","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","成人麻しん","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","0","0","17","15","18","2","14","2","0","0","0","18","0","7","0","0","0","1","0","0","0","0","0","","","","","",""
"区南部","0","0","3","10","44","6","24","0","3","0","0","25","0","12","0","0","0","0","0","0","0","0","0","","","","","",""
"区西南部","0","0","1","3","18","5","9","1","4","0","0","36","0","5","0","0","0","0","0","0","0","0","0","","","","","",""
"区西部","0","0","3","10","32","5","10","4","2","0","0","28","0","9","0","0","0","2","0","0","0","0","0","","","","","",""
"区西北部","0","0","8","13","9","8","14","7","4","0","0","50","0","18","0","0","0","0","0","0","2","0","0","","","","","",""
"区東北部","0","0","1","7","10","9","15","1","4","0","0","29","0","5","0","0","0","0","0","0","0","0","0","","","","","",""
"区東部","0","0","0","8","16","5","6","1","4","0","0","36","0","15","0","0","0","0","0","0","0","0","0","","","","","",""
"西多摩","0","0","1","3","5","1","29","0","1","0","0","17","0","7","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","0","1","2","8","9","15","10","7","1","0","0","28","0","3","0","0","0","2","0","0","0","0","0","","","","","",""
"北多摩西部","0","0","2","0","7","1","5","0","1","0","0","9","0","1","0","0","0","1","0","0","0","0","0","","","","","",""
"北多摩南部","0","0","1","2","9","7","2","2","2","0","0","21","0","7","0","0","0","2","0","0","0","0","0","","","","","",""
"北多摩北部","0","0","3","5","11","4","3","3","2","0","0","48","0","3","0","0","0","1","0","0","0","0","0","","","","","",""
"島しょ","0","0","1","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","0","1","43","84","188","68","141","28","28","0","0","350","0","92","0","0","0","9","0","0","2","0","0","","","","","",""


"定点報告疾患 週報告分 医療圏別"
"東京都"
"集計期間開始週","2005年29週"
"集計期間終了週","2005年29週"
"性別","女性"

"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","風しん","ヘルパンギーナ","麻しん（成人麻しん以外）","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","成人麻しん","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","0","1","10","10","15","7","7","1","2","0","0","19","0","3","0","0","0","2","0","0","0","0","0","","","","","",""
"区南部","0","0","2","4","24","9","20","1","13","0","0","28","0","9","1","0","0","0","0","0","0","0","0","","","","","",""
"区西南部","0","0","3","3","19","3","10","1","1","0","0","42","0","7","0","0","0","0","0","0","0","0","0","","","","","",""
"区西部","0","0","1","2","37","9","7","8","2","0","0","35","0","12","1","0","0","1","0","0","0","0","0","","","","","",""
"区西北部","0","0","5","5","10","4","9","10","2","0","0","41","0","22","0","0","0","0","0","1","4","0","0","","","","","",""
"区東北部","0","0","1","5","4","6","6","3","5","0","0","28","0","5","0","0","0","2","0","0","0","0","0","","","","","",""
"区東部","1","0","1","8","11","5","8","1","2","0","0","23","0","10","0","0","0","0","0","0","0","0","0","","","","","",""
"西多摩","0","0","1","3","2","3","25","0","1","0","0","8","0","9","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","0","1","2","6","14","9","14","2","2","0","0","31","0","4","1","0","0","1","0","0","0","0","0","","","","","",""
"北多摩西部","0","0","5","0","7","1","3","0","1","0","0","7","0","1","0","0","0","1","0","0","0","0","0","","","","","",""
"北多摩南部","0","0","1","2","8","5","4","1","7","0","0","20","0","6","0","0","0","1","0","0","0","0","0","","","","","",""
"北多摩北部","0","0","5","1","5","8","5","2","2","0","0","53","0","2","1","0","0","1","0","0","0","0","0","","","","","",""
"島しょ","0","0","1","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","1","2","38","49","156","69","118","30","40","0","0","337","0","90","4","0","0","9","0","1","4","0","0","","","","","",""


"定点報告疾患 週報告分 医療圏別"
"東京都"
"集計期間開始週","2005年29週"
"集計期間終了週","2005年29週"
"性別","男女合計"

"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","風しん","ヘルパンギーナ","麻しん（成人麻しん以外）","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","成人麻しん","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
