"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2019年50週
"集計期間終了週",2019年50週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","3582","3437","7019","416"
"RSウイルス感染症","21","23","44","261"
"咽頭結膜熱","82","77","159","261"
"Ａ群溶血性レンサ球菌咽頭炎","548","462","1010","261"
"感染性胃腸炎","1146","1040","2186","261"
"水痘","135","111","246","261"
"手足口病","163","142","305","261"
"伝染性紅斑","14","11","25","261"
"突発性発しん","58","55","113","261"
"ヘルパンギーナ","18","8","26","261"
"流行性耳下腺炎","7","4","11","261"
"不明発しん症","3","8","11","261"
"川崎病","5","3","8","261"
"急性出血性結膜炎","0","0","0","38"
"流行性角結膜炎","7","7","14","38"
"細菌性髄膜炎","1","0","1","25"
"無菌性髄膜炎","1","0","1","25"
"マイコプラズマ肺炎","9","6","15","25"
"クラミジア肺炎(オウム病は除く)","0","0","0","25"
"感染性胃腸炎（ロタウイルス）","0","0","0","25"
"インフルエンザ入院","39","31","70","25"
