"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2007年7週
"集計期間終了週",2007年7週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","1291","1321","2612","278"
"RSウイルス感染症","12","4","16","141"
"咽頭結膜熱","22","12","34","141"
"Ａ群溶血性レンサ球菌咽頭炎","130","97","227","141"
"感染性胃腸炎","356","322","678","141"
"水痘","103","117","220","141"
"手足口病","6","7","13","141"
"伝染性紅斑","26","30","56","141"
"突発性発しん","29","26","55","141"
"百日咳","0","1","1","141"
"風しん","0","0","0","141"
"ヘルパンギーナ","4","1","5","141"
"麻しん（成人麻しん以外）","0","0","0","141"
"流行性耳下腺炎","18","13","31","141"
"不明発しん症","3","3","6","141"
"川崎病","1","2","3","141"
"急性出血性結膜炎","0","0","0","14"
"流行性角結膜炎","7","2","9","14"
"細菌性髄膜炎","0","0","0","23"
"無菌性髄膜炎","2","0","2","23"
"マイコプラズマ肺炎","3","2","5","23"
"クラミジア肺炎(オウム病は除く)","0","0","0","23"
"成人麻しん","0","0","0","23"
