"定点報告疾患 月報告分 年齢別集計表"
"東京都"
"集計期間開始月","2010年4月"
"集計期間終了月","2010年4月"
"性別","男性"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","2","2","0"
"1～4歳","0","0","0","0","0","0","4","12","0"
"5～9歳","0","0","0","0","0","0","1","0","0"
"10～14歳","0","0","0","0","0","0","2","0","0"
"15～19歳","1","0","0","1","0","0","0","1","0"
"20～24歳","13","7","7","11","1","0","1","0","0"
"25～29歳","17","6","6","17","0","2","1","0","0"
"30～34歳","22","11","10","10","0","0","1","0","0"
"35～39歳","19","8","8","11","0","1","2","1","0"
"40～44歳","24","7","4","9","0","1","0","1","0"
"45～49歳","8","6","3","2","0","0","2","0","0"
"50～54歳","7","7","5","3","0","0","2","1","0"
"55～59歳","4","4","0","1","0","0","4","1","0"
"60～64歳","4","1","1","2","0","0","12","0","0"
"65～69歳","4","1","1","0","0","0","5","0","0"
"70歳以上","0","2","0","0","0","0","47","7","1"
"合計","123","60","45","67","1","4","86","26","1"


"定点報告疾患 月報告分 年齢別集計表"
"東京都"
"集計期間開始月","2010年4月"
"集計期間終了月","2010年4月"
"性別","女性"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","1","5","0"
"1～4歳","0","0","0","0","0","0","4","13","0"
"5～9歳","0","0","0","0","0","0","1","3","0"
"10～14歳","0","0","0","0","0","0","1","0","0"
"15～19歳","6","1","2","1","1","0","0","0","0"
"20～24歳","29","13","3","3","4","0","0","0","0"
"25～29歳","21","6","4","3","0","0","0","1","0"
"30～34歳","16","10","4","1","1","0","0","0","0"
"35～39歳","5","5","0","2","2","0","1","1","0"
"40～44歳","1","5","3","0","2","0","0","0","0"
"45～49歳","1","2","0","0","1","0","0","0","0"
"50～54歳","1","1","1","0","1","0","1","0","0"
"55～59歳","0","0","0","0","0","0","0","0","0"
"60～64歳","2","0","0","0","0","0","3","0","0"
"65～69歳","0","0","0","0","0","0","1","2","0"
"70歳以上","0","1","0","0","0","0","26","3","0"
"合計","82","44","17","10","12","0","39","28","0"


"定点報告疾患 月報告分 年齢別集計表"
"東京都"
"集計期間開始月","2010年4月"
"集計期間終了月","2010年4月"
"性別","男女合計"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","3","7","0"
"1～4歳","0","0","0","0","0","0","8","25","0"
"5～9歳","0","0","0","0","0","0","2","3","0"
"10～14歳","0","0","0","0","0","0","3","0","0"
"15～19歳","7","1","2","2","1","0","0","1","0"
"20～24歳","42","20","10","14","5","0","1","0","0"
"25～29歳","38","12","10","20","0","2","1","1","0"
"30～34歳","38","21","14","11","1","0","1","0","0"
"35～39歳","24","13","8","13","2","1","3","2","0"
"40～44歳","25","12","7","9","2","1","0","1","0"
"45～49歳","9","8","3","2","1","0","2","0","0"
"50～54歳","8","8","6","3","1","0","3","1","0"
"55～59歳","4","4","0","1","0","0","4","1","0"
"60～64歳","6","1","1","2","0","0","15","0","0"
"65～69歳","4","1","1","0","0","0","6","2","0"
"70歳以上","0","3","0","0","0","0","73","10","1"
"合計","205","104","62","77","13","4","125","54","1"
"定点数","55","55","55","55","55","55","24","24","24"


