"定点報告疾患 週報告分 年齢別集計表"
"東京都"
"集計期間開始週","2012年23週"
"集計期間終了週","2012年23週"
"性別","男性"

"*急性呼吸器感染症（ARI）の「～5ヶ月」は「0歳」、「1歳」は「1～4歳」、「5歳」は「5～9歳」と読み替えてください。"
"*小児科定点把握対象疾患のうち「20-29歳」は「20歳以上」と読み替えてください。"
"*眼科疾患のうち、「70-79歳」は「70歳以上」と読み替えてください。"

"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","インフルエンザ入院","ＩＣＵ入室（インフルエンザ入院）","人工呼吸器の利用（インフルエンザ入院）","頭部ＣＴ検査（インフルエンザ入院）","頭部ＭＲＩ検査（インフルエンザ入院）","脳波検査	（インフルエンザ入院）","いずれにも該当せず（インフルエンザ入院）","頭部検査	（インフルエンザ入院）"
"～5ヶ月","1","2","0","0","7","1","1","0","2","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"～1歳","0","5","4","1","95","7","6","1","52","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1歳","1","5","22","12","164","24","11","0","62","0","18","1","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2歳","1","0","15","20","106","29","5","3","9","0","10","2","3","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"3歳","0","0","17","49","156","28","10","0","0","0","7","6","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"4歳","2","0","14","70","144","28","4","4","1","0","4","5","3","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"5歳","2","0","6","61","107","28","5","2","0","0","5","5","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0"
"6歳","1","0","5","62","96","14","2","1","0","0","2","3","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"7歳","1","0","3","53","77","9","0","6","1","0","1","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8歳","1","0","1","28","64","13","2","0","0","0","0","5","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0"
"9歳","0","0","0","20","37","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10～14歳","5","0","1","44","111","8","2","4","0","0","1","2","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"15～19歳","1","0","1","2","17","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20～29歳","3","0","0","12","67","0","0","0","0","0","3","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0"
"30～39歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0"
"40～49歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","0","0","0","0","0","0","0","0","0","0","0"
"50～59歳","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"60～69歳","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0"
"70～79歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"80歳以上","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"合計","21","12","89","434","1248","193","49","21","127","1","53","34","12","1","0","16","1","0","2","0","1","0","0","0","0","0","1","0"
"定点報告疾患 週報告分 年齢別集計表"
"東京都"
"集計期間開始週","2012年23週"
"集計期間終了週","2012年23週"
"性別","女性"

"*急性呼吸器感染症（ARI）の「～5ヶ月」は「0歳」、「1歳」は「1～4歳」、「5歳」は「5～9歳」と読み替えてください。"
"*小児科定点把握対象疾患のうち「20-29歳」は「20歳以上」と読み替えてください。"
"*眼科疾患のうち、「70-79歳」は「70歳以上」と読み替えてください。"

"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","インフルエンザ入院","ＩＣＵ入室（インフルエンザ入院）","人工呼吸器の利用（インフルエンザ入院）","頭部ＣＴ検査（インフルエンザ入院）","頭部ＭＲＩ検査（インフルエンザ入院）","脳波検査	（インフルエンザ入院）","いずれにも該当せず（インフルエンザ入院）","頭部検査	（インフルエンザ入院）"
"～5ヶ月","0","1","0","0","5","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"～1歳","0","5","4","1","65","12","1","0","44","1","4","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1歳","1","1","16","11","113","20","9","1","45","0","18","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"2歳","1","0","9","10","93","22","8","4","7","0","4","2","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"3歳","1","3","11","37","127","31","7","3","0","0","7","3","4","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0"
"4歳","0","0","10","46","122","19","4","2","0","0","6","4","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"5歳","0","0","6","52","100","23","2","4","0","0","2","10","1","1","0","2","0","0","1","0","0","0","0","0","0","0","0","0"
"6歳","0","0","6","46","79","8","1","1","0","0","1","5","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"7歳","0","0","0","45","68","14","1","2","1","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8歳","1","0","0","27","39","1","2","0","0","0","2","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
