"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2001年52週
"集計期間終了週",2001年52週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","10","16","26","178"
"RSウイルス感染症","0","0","0","142"
"咽頭結膜熱","1","2","3","142"
"Ａ群溶血性レンサ球菌咽頭炎","37","41","78","142"
"感染性胃腸炎","654","652","1306","142"
"水痘","117","95","212","142"
"手足口病","6","10","16","142"
"伝染性紅斑","8","12","20","142"
"突発性発しん","38","19","57","142"
"百日咳","2","0","2","142"
"風しん","0","0","0","142"
"ヘルパンギーナ","5","3","8","142"
"麻しん（成人麻しん以外）","4","0","4","142"
"流行性耳下腺炎","53","43","96","142"
"不明発しん症","6","5","11","142"
"川崎病","0","2","2","142"
"急性出血性結膜炎","0","0","0","14"
"流行性角結膜炎","7","5","12","14"
"急性脳炎(日本脳炎を除く)","0","0","0","25"
"細菌性髄膜炎","0","0","0","25"
"無菌性髄膜炎","1","1","2","25"
"マイコプラズマ肺炎","1","2","3","25"
"クラミジア肺炎(オウム病は除く)","0","0","0","25"
"成人麻しん","0","1","1","25"
