"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2022年22週
"集計期間終了週",2022年22週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","0","0","0","411"
"RSウイルス感染症","11","14","25","257"
"咽頭結膜熱","40","34","74","257"
"Ａ群溶血性レンサ球菌咽頭炎","37","34","71","257"
"感染性胃腸炎","857","754","1611","257"
"水痘","8","8","16","257"
"手足口病","26","25","51","257"
"伝染性紅斑","3","1","4","257"
"突発性発しん","61","44","105","257"
"ヘルパンギーナ","5","1","6","257"
"流行性耳下腺炎","7","5","12","257"
"不明発しん症","1","4","5","257"
"川崎病","1","0","1","257"
"急性出血性結膜炎","0","0","0","38"
"流行性角結膜炎","3","2","5","38"
"細菌性髄膜炎","1","0","1","25"
"無菌性髄膜炎","0","0","0","25"
"マイコプラズマ肺炎","0","0","0","25"
"クラミジア肺炎(オウム病は除く)","0","1","1","25"
"感染性胃腸炎（ロタウイルス）","0","0","0","25"
"インフルエンザ入院","0","0","0","25"
