"定点報告疾患 週報告分 年齢別集計表"
"東京都"
"集計期間開始週","2023年31週"
"集計期間終了週","2023年31週"
"性別","男性"

"*急性呼吸器感染症（ARI）の「～5ヶ月」は「0歳」、「1歳」は「1～4歳」、「5歳」は「5～9歳」と読み替えてください。"
"*小児科定点把握対象疾患のうち「20-29歳」は「20歳以上」と読み替えてください。"
"*眼科疾患のうち、「70-79歳」は「70歳以上」と読み替えてください。"

"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","ＩＣＵ入室（インフルエンザ入院）","人工呼吸器の利用（インフルエンザ入院）","頭部ＣＴ検査（インフルエンザ入院）","頭部ＭＲＩ検査（インフルエンザ入院）","脳波検査	（インフルエンザ入院）","いずれにも該当せず（インフルエンザ入院）","頭部検査	（インフルエンザ入院）"
"～5ヶ月","2","16","10","0","0","7","0","1","0","2","3","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"～1歳","3","31","28","3","0","32","1","7","0","8","18","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1歳","4","33","43","13","3","76","1","22","0","16","53","0","0","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0"
"2歳","7","37","21","13","8","61","1","20","0","3","49","0","3","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3歳","12","44","8","8","12","38","1","15","0","2","44","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4歳","19","26","5","7","18","48","1","12","0","2","43","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5歳","35","12","3","12","31","43","4","12","0","0","35","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6歳","33","21","1","12","23","24","1","4","0","0","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7歳","22","21","1","6","20","26","1","3","0","0","3","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8歳","13","26","0","4","24","21","1","3","0","0","3","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"9歳","15","29","0","1","12","16","0","0","0","0","1","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"10～14歳","35","147","1","1","14","35","5","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"15～19歳","12","126","0","0","2","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20～29歳","8","332","0","0","10","29","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"30～39歳","7","295","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0"
"40～49歳","15","351","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0"
"50～59歳","3","330","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"60～69歳","2","220","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0"
"70～79歳","1","101","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"80歳以上","0","53","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"合計","248","2251","121","80","177","465","17","99","0","33","265","4","7","1","0","9","2","1","1","0","0","0","0","0","0","0","0","0","0"
"定点報告疾患 週報告分 年齢別集計表"
"東京都"
"集計期間開始週","2023年31週"
"集計期間終了週","2023年31週"
"性別","女性"

"*急性呼吸器感染症（ARI）の「～5ヶ月」は「0歳」、「1歳」は「1～4歳」、「5歳」は「5～9歳」と読み替えてください。"
"*小児科定点把握対象疾患のうち「20-29歳」は「20歳以上」と読み替えてください。"
"*眼科疾患のうち、「70-79歳」は「70歳以上」と読み替えてください。"

"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","ＩＣＵ入室（インフルエンザ入院）","人工呼吸器の利用（インフルエンザ入院）","頭部ＣＴ検査（インフルエンザ入院）","頭部ＭＲＩ検査（インフルエンザ入院）","脳波検査	（インフルエンザ入院）","いずれにも該当せず（インフルエンザ入院）","頭部検査	（インフルエンザ入院）"
"～5ヶ月","0","7","16","0","0","3","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"～1歳","2","30","27","6","0","39","0","3","0","7","16","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1歳","7","54","41","5","2","56","2","17","1","20","52","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2歳","10","24","25","11","5","43","1","13","0","5","60","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3歳","15","20","9","12","8","31","2","6","0","1","41","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4歳","22","29","5","12","12","40","2","9","0","3","32","0","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5歳","21","24","5","4","17","36","1","3","0","0","24","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6歳","23","19","1","5","19","30","1","3","0","1","13","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7歳","22","32","0","3","16","24","2","3","0","0","10","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8歳","12","27","0","0","10","13","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"9歳","12","30","0","1","12","13","0","0","0","0","6","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10～14歳","39","172","0","2","7","26","1","2","0","0","4","0","2","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"15～19歳","10","198","0","0","1","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20～29歳","8","347","0","0","16","49","0","2","1","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"30～39歳","23","315","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"40～49歳","29","376","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0"
"50～59歳","6","365","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0"
"60～69歳","3","228","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"70～79歳","1","133","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0"
"80歳以上","0","86","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"合計","265","2516","129","61","125","409","12","61","2","37","263","3","15","1","0","8","0","0","0","0","0","1","0","0","0","0","0","1","0"
"定点報告疾患 週報告分 年齢別集計表"
"東京都"
"集計期間開始週","2023年31週"
"集計期間終了週","2023年31週"
"性別","男女合計"

"*急性呼吸器感染症（ARI）の「～5ヶ月」は「0歳」、「1歳」は「1～4歳」、「5歳」は「5～9歳」と読み替えてください。"
"*小児科定点把握対象疾患のうち「20-29歳」は「20歳以上」と読み替えてください。"
"*眼科疾患のうち、「70-79歳」は「70歳以上」と読み替えてください。"

"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","ＩＣＵ入室（インフルエンザ入院）","人工呼吸器の利用（インフルエンザ入院）","頭部ＣＴ検査（インフルエンザ入院）","頭部ＭＲＩ検査（インフルエンザ入院）","脳波検査	（インフルエンザ入院）","いずれにも該当せず（インフルエンザ入院）","頭部検査	（インフルエンザ入院）"
"～5ヶ月","2","23","26","0","0","10","0","1","0","2","3","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"～1歳","5","61","55","9","0","71","1","10","0","15","34","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1歳","11","87","84","18","5","132","3","39","1","36","105","0","5","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0"
"2歳","17","61","46","24","13","104","2","33","0","8","109","0","5","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3歳","27","64","17","20","20","69","3","21","0","3","85","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4歳","41","55","10","19","30","88","3","21","0","5","75","1","2","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5歳","56","36","8","16","48","79","5","15","0","0","59","0","3","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6歳","56","40","2","17","42","54","2","7","0","1","23","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7歳","44","53","1","9","36","50","3","6","0","0","13","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8歳","25","53","0","4","34","34","1","3","0","0","7","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"9歳","27","59","0","2","24","29","0","0","0","0","7","2","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"10～14歳","74","319","1","3","21","61","6","2","0","0","7","0","2","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"15～19歳","22","324","0","0","3","15","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20～29歳","16","679","0","0","26","78","0","2","1","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"30～39歳","30","610","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0"
"40～49歳","44","727","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","1","0","0","0","0","0","1","0"
"50～59歳","9","695","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0"
"60～69歳","5","448","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0"
"70～79歳","2","234","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0"
"80歳以上","0","139","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"合計","513","4767","250","141","302","874","29","160","2","70","528","7","22","2","0","17","2","1","1","0","0","1","0","0","0","0","0","1","0"
"定点数","413","413","258","258","258","258","258","258","258","258","258","258","258","258","39","39","25","25","25","25","25","25","25","25","25","25","25","25","25"


