"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2023年7週
"集計期間終了週",2023年7週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","2218","1920","4138","412"
"RSウイルス感染症","6","3","9","260"
"咽頭結膜熱","13","12","25","260"
"Ａ群溶血性レンサ球菌咽頭炎","55","37","92","260"
"感染性胃腸炎","936","899","1835","260"
"水痘","15","9","24","260"
"手足口病","9","7","16","260"
"伝染性紅斑","2","3","5","260"
"突発性発しん","26","27","53","260"
"ヘルパンギーナ","5","1","6","260"
"流行性耳下腺炎","3","4","7","260"
"不明発しん症","2","3","5","260"
"川崎病","2","2","4","260"
"急性出血性結膜炎","0","1","1","38"
"流行性角結膜炎","2","0","2","38"
"細菌性髄膜炎","0","1","1","25"
"無菌性髄膜炎","1","0","1","25"
"マイコプラズマ肺炎","0","0","0","25"
"クラミジア肺炎(オウム病は除く)","0","0","0","25"
"感染性胃腸炎（ロタウイルス）","0","0","0","25"
"インフルエンザ入院","7","8","15","25"
