"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2018年50週
"集計期間終了週",2018年50週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","581","536","1117","417"
"RSウイルス感染症","41","31","72","263"
"咽頭結膜熱","68","70","138","263"
"Ａ群溶血性レンサ球菌咽頭炎","466","390","856","263"
"感染性胃腸炎","1747","1572","3319","263"
"水痘","106","96","202","263"
"手足口病","110","99","209","263"
"伝染性紅斑","266","272","538","263"
"突発性発しん","52","54","106","263"
"ヘルパンギーナ","12","6","18","263"
"流行性耳下腺炎","9","6","15","263"
"不明発しん症","7","7","14","263"
"川崎病","3","1","4","263"
"急性出血性結膜炎","0","0","0","37"
"流行性角結膜炎","13","7","20","37"
"細菌性髄膜炎","0","0","0","25"
"無菌性髄膜炎","0","0","0","25"
"マイコプラズマ肺炎","4","3","7","25"
"クラミジア肺炎(オウム病は除く)","0","0","0","25"
"感染性胃腸炎（ロタウイルス）","1","0","1","25"
"インフルエンザ入院","4","1","5","25"
