"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2016年8週
"集計期間終了週",2016年8週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","5355","5333","10688","414"
"RSウイルス感染症","19","13","32","260"
"咽頭結膜熱","34","14","48","260"
"Ａ群溶血性レンサ球菌咽頭炎","419","355","774","260"
"感染性胃腸炎","926","836","1762","260"
"水痘","38","33","71","260"
"手足口病","3","5","8","260"
"伝染性紅斑","29","35","64","260"
"突発性発しん","60","44","104","260"
"百日咳","2","2","4","260"
"ヘルパンギーナ","3","1","4","260"
"流行性耳下腺炎","67","45","112","260"
"不明発しん症","6","6","12","260"
"川崎病","1","1","2","260"
"急性出血性結膜炎","0","0","0","39"
"流行性角結膜炎","7","13","20","39"
"細菌性髄膜炎","0","1","1","25"
"無菌性髄膜炎","0","0","0","25"
"マイコプラズマ肺炎","2","3","5","25"
"クラミジア肺炎(オウム病は除く)","1","0","1","25"
"感染性胃腸炎（ロタウイルス）","2","1","3","25"
"インフルエンザ入院","24","24","48","25"
