"定点報告疾患 月報告分 年齢別集計表"
"東京都"
"集計期間開始月","2011年10月"
"集計期間終了月","2011年10月"
"性別","男性"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","薬剤耐性アシネトバクター感染症"
"0歳","0","0","0","0","0","0","3","3","0","0"
"1～4歳","0","0","0","0","0","0","3","12","0","0"
"5～9歳","0","0","0","0","0","0","0","1","0","0"
"10～14歳","0","0","0","0","0","0","0","1","0","0"
"15～19歳","6","0","1","1","0","0","0","0","0","0"
"20～24歳","13","1","4","16","1","1","1","0","1","0"
"25～29歳","28","9","11","19","0","3","1","0","0","0"
"30～34歳","25","12","6","21","0","3","1","1","0","0"
"35～39歳","18","13","6","19","0","3","1","0","0","0"
"40～44歳","19","11","5","12","0","4","4","0","0","0"
"45～49歳","7","6","4","6","0","0","2","0","0","0"
"50～54歳","8","6","1","3","0","1","0","0","0","0"
"55～59歳","1","5","1","3","0","0","2","0","0","0"
"60～64歳","1","2","0","0","0","0","3","1","0","0"
"65～69歳","1","4","1","2","0","0","10","0","0","0"
"70歳以上","0","1","1","0","0","0","22","8","0","0"
"合計","127","70","41","102","1","15","53","27","1","0"


"定点報告疾患 月報告分 年齢別集計表"
"東京都"
"集計期間開始月","2011年10月"
"集計期間終了月","2011年10月"
"性別","女性"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","薬剤耐性アシネトバクター感染症"
"0歳","0","0","0","0","0","0","7","2","0","0"
"1～4歳","0","0","0","0","0","0","3","9","0","0"
"5～9歳","0","0","0","0","0","0","3","0","0","0"
"10～14歳","0","0","1","0","0","0","0","0","0","0"
"15～19歳","14","1","2","3","2","0","0","0","0","0"
"20～24歳","28","2","5","3","2","0","0","0","0","0"
"25～29歳","19","10","6","5","1","1","1","0","0","0"
"30～34歳","9","5","4","1","3","0","1","1","0","0"
"35～39歳","7","2","2","0","2","0","1","0","0","0"
"40～44歳","5","5","0","0","2","0","2","0","0","0"
"45～49歳","3","1","0","0","1","1","0","0","0","0"
"50～54歳","1","0","0","0","0","0","0","0","0","0"
"55～59歳","0","0","0","0","0","0","2","0","1","0"
"60～64歳","0","0","0","0","0","0","2","1","0","0"
"65～69歳","0","1","0","0","0","0","3","0","0","0"
"70歳以上","0","1","0","0","0","0","12","8","2","0"
"合計","86","28","20","12","13","2","37","21","3","0"


"定点報告疾患 月報告分 年齢別集計表"
"東京都"
"集計期間開始月","2011年10月"
"集計期間終了月","2011年10月"
"性別","男女合計"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","薬剤耐性アシネトバクター感染症"
"0歳","0","0","0","0","0","0","10","5","0","0"
"1～4歳","0","0","0","0","0","0","6","21","0","0"
"5～9歳","0","0","0","0","0","0","3","1","0","0"
"10～14歳","0","0","1","0","0","0","0","1","0","0"
"15～19歳","20","1","3","4","2","0","0","0","0","0"
"20～24歳","41","3","9","19","3","1","1","0","1","0"
"25～29歳","47","19","17","24","1","4","2","0","0","0"
"30～34歳","34","17","10","22","3","3","2","2","0","0"
"35～39歳","25","15","8","19","2","3","2","0","0","0"
"40～44歳","24","16","5","12","2","4","6","0","0","0"
"45～49歳","10","7","4","6","1","1","2","0","0","0"
"50～54歳","9","6","1","3","0","1","0","0","0","0"
"55～59歳","1","5","1","3","0","0","4","0","1","0"
"60～64歳","1","2","0","0","0","0","5","2","0","0"
"65～69歳","1","5","1","2","0","0","13","0","0","0"
"70歳以上","0","2","1","0","0","0","34","16","2","0"
"合計","213","98","61","114","14","17","90","48","4","0"
"定点数","55","55","55","55","55","55","25","25","25","25"


